First Name,Last Name,White,Black,Asian,Other,Prediction,Confidence,Ground_Truth
Sam,Long,0.936009943,1.95e-05,0.000228702,0.003454283,White,0.936009943,White
Sam,Moll,0.951860309,5.56e-06,1.21e-05,0.0054864,White,0.951860309,White
Sam,Selman,0.998898625,8.22e-08,2.83e-07,0.000212038,White,0.998898625,White
Sandy,Alcantara,0.001090784,0.010169059,0.000331477,0.001141006,Asian,0.890428364,Other
Santiago,Espinal,0.008143428,0.095104329,0.001683498,0.000842532,Other,0.574207544,Other
Scott,Alexander,0.513204873,9.5e-05,4.73e-05,0.150670514,White,0.513204873,White
Scott,Barlow,0.996327221,1.11e-07,1.35e-06,0.00034141,White,0.996327221,White
Scott,Effross,0.85341531,4.36e-06,0.00014121,0.0024321,White,0.85341531,White
Scott,Kingery,0.874740899,1.46e-05,0.000284405,0.001534382,White,0.874740899,White
Sean,Bouchard,0.807386935,2.26e-05,3.57e-05,0.012470182,White,0.807386935,White
Sean,Doolittle,0.967109919,3.75e-05,0.00022159,0.008360164,White,0.967109919,White
Sean,Hjelle,0.999598563,3.95e-08,6.4e-07,6.84e-05,White,0.999598563,White
Sean,Manaea,0.032294478,0.002022545,0.008176434,0.001657773,Asian,0.423555464,Asian
Sean,Murphy,0.999934316,6.36e-08,2.23e-07,2.54e-05,White,0.999934316,White
Sean,Newcomb,0.999835134,4.55e-08,3.43e-07,7.5e-05,White,0.999835134,White
Sean,Poppen,0.999778211,2.44e-08,3.5e-07,2.66e-05,White,0.999778211,White
Sean,Reid-Foley,0.99794358,6.36e-07,4.74e-06,0.000910929,White,0.99794358,White
Seby,Zavala,0.274000436,0.000406219,0.000273651,0.018575275,Other,0.70227021,Other
Seiya,Suzuki,0.000339968,4.2e-06,6.22e-05,3.35e-06,Asian,0.948063791,Asian
Sergio,Romo,0.055783287,0.003310286,0.000127298,0.035731416,Asian,0.555739582,Other
Seth,Beer,0.999602616,2.27e-07,1.93e-06,8.33e-05,White,0.999602616,White
Seth,Brown,0.999655843,2.42e-07,1.55e-06,9.51e-05,White,0.999655843,White
Seth,Lugo,0.922680199,6e-06,0.000108835,0.01903351,White,0.922680199,White
Seth,Martinez,0.557125628,0.00010074,9.57e-05,0.008060002,White,0.557125628,Other
Shane,Baz,0.993836462,1.85e-06,2.97e-06,0.001155083,White,0.993836462,White
Shane,Bieber,0.966241598,1.93e-06,1.75e-05,0.004449146,White,0.966241598,White
Shane,Greene,0.998589098,2.84e-07,2.95e-06,0.000587589,White,0.998589098,White
Shane,McClanahan,0.852072537,9.78e-06,0.000133682,0.03330886,White,0.852072537,White
Shaun,Anderson,0.994623899,8.04e-06,7.3e-06,0.000492487,White,0.994623899,White
Shawn,Armstrong,0.995656013,5.44e-07,1.82e-06,0.001061793,White,0.995656013,White
Shea,Langeliers,0.999237061,2.61e-07,7.59e-07,0.000104265,White,0.999237061,White
Shelby,Miller,0.986916065,1.03e-05,8e-05,0.001769842,White,0.986916065,White
Sheldon,Neuse,0.998937905,5.87e-07,8e-06,0.00018274,White,0.998937905,White
Shohei,Ohtani,0.002536755,9.86e-05,0.00210736,1.68e-05,Asian,0.520735919,Asian
Silvino,Bracho,0.112153739,0.000965151,0.000574239,0.072766028,Other,0.792946756,Other
Simeon,Woods Richardson,0.012485311,0.019828321,0.006067835,0.001887805,Other,0.888269484,Black
Skye,Bolt,0.998081803,6.65e-06,1.35e-05,0.000633815,White,0.998081803,White
Sonny,Gray,0.9978351,3.06e-07,2.51e-06,0.000515585,White,0.9978351,White
Spencer,Howard,0.993534327,1.87e-06,1.28e-05,0.001850878,White,0.993534327,White
Spencer,Patton,0.998893678,3.58e-07,1.44e-06,3.46e-05,White,0.998893678,White
Spencer,Steer,0.996097922,8.5e-07,1.33e-05,0.001666696,White,0.996097922,White
Spencer,Strider,0.994109035,6.27e-08,9.9e-07,0.000478892,White,0.994109035,White
Spencer,Torkelson,0.999879479,4.21e-08,2.02e-07,2.47e-05,White,0.999879479,White
Spenser,Watkins,0.884756923,2.09e-05,8.93e-05,0.003787723,White,0.884756923,White
Starling,Marte,1.56e-06,0.999853253,2.89e-06,1.66e-06,Black,0.999853253,Black
Steele,Walker,0.984474301,2.63e-06,1.99e-05,0.001165827,White,0.984474301,White
Stephen,Nogosek,0.790483952,0.000121201,2.24e-05,0.048937466,White,0.790483952,White
Stephen,Piscotty,0.991311789,4.21e-06,1.39e-05,0.003877611,White,0.991311789,White
Stephen,Strasburg,0.997124851,2.92e-06,2.16e-05,0.001235588,White,0.997124851,White
Stephen,Vogt,0.493962169,0.000108676,0.000120821,0.095987655,White,0.493962169,White
Steve,Cishek,0.017254168,8.33e-05,2.38e-05,0.090854362,Asian,0.753156483,Asian
Steven,Brault,0.833322883,2.44e-05,0.000921639,0.014528876,White,0.833322883,White
Steven,Duggar,0.978578269,5.88e-07,7.19e-06,0.004181806,White,0.978578269,White
Steven,Kwan,0.000906006,2.17e-05,0.000656979,4.28e-05,Asian,0.857220769,Asian
Steven,Matz,0.788836122,1.73e-05,0.000483318,0.086538181,White,0.788836122,White
Steven,Okert,0.97161746,1.51e-05,4.16e-05,0.00392965,White,0.97161746,White
Steven,Souza Jr.,0.999942064,3.39e-08,4.64e-07,1.66e-05,White,0.999942064,White
Steven,Wilson,0.999921322,8.03e-08,3.3e-07,2.62e-05,White,0.999921322,White
Stone,Garrett,5.48e-05,0.98470819,1.19e-05,1.53e-05,Black,0.98470819,Black
Stuart,Fairchild,0.005914869,4.52e-05,0.001389495,0.000129628,Asian,0.806607783,Asian
T.J.,McFarland,0.850992203,5.8e-05,3.06e-05,0.055230696,White,0.850992203,White
T.J.,Zeuch,0.987243474,2e-06,1.58e-05,0.000809009,White,0.987243474,White
Taijuan,Walker,0.015874924,0.304678798,0.005051209,7.13e-05,Other,0.432666123,Other
Tanner,Banks,0.964475453,4.79e-07,7.83e-06,0.00178436,White,0.964475453,White
Tanner,Houck,0.994479418,4.95e-06,2.48e-05,0.001871455,White,0.994479418,White
Tanner,Rainey,0.982171059,1.19e-06,6.73e-06,0.004202119,White,0.982171059,White
Tanner,Scott,0.611430764,0.00021109,0.00013622,0.02229592,White,0.611430764,White
Tanner,Tully,0.926877558,9.73e-06,0.000274133,0.027773675,White,0.926877558,White
Tarik,Skubal,0.990474284,3.32e-07,7.27e-06,0.002028638,White,0.990474284,White
Tayler,Saucedo,0.653066695,0.000719826,0.000938063,0.130466461,White,0.653066695,White
Tayler,Scott,0.9276191,4.31e-06,9.36e-05,0.007116047,White,0.9276191,White
Taylor,Clarke,0.999068201,1.56e-07,9.87e-07,0.000389783,White,0.999068201,White
Taylor,Hearn,4.95e-07,0.997535706,1.34e-06,1.72e-06,Black,0.997535706,Black
Taylor,Jones,0.066011094,0.043580875,0.003637543,0.008649469,Other,0.865056276,Other
Taylor,Motter,0.999432266,2.73e-07,6.66e-07,0.000130919,White,0.999432266,White
Taylor,Rogers,0.982055485,1.2e-06,1.69e-05,0.002553558,White,0.982055485,White
Taylor,Trammell,1.08e-05,0.992549658,5.83e-06,5.73e-06,Black,0.992549658,Black
Taylor,Walls,0.999671459,5.99e-08,5.87e-07,0.000121103,White,0.999671459,White
Taylor,Ward,0.963942587,6.83e-05,5.12e-05,0.007337226,White,0.963942587,White
Taylor,Widener,0.994629741,1.65e-06,1.04e-05,0.000548999,White,0.994629741,White
Terrance,Gore,2.67e-06,0.997390449,2.69e-05,7.47e-07,Black,0.997390449,Black
Terrin,Vavra,0.967996478,1.36e-06,8.45e-06,0.005625644,White,0.967996478,White
Thairo,Estrada,0.011822721,0.00265373,0.005154531,0.000549955,Asian,0.621608734,Other
Thomas,Hatch,0.32488203,0.000446464,0.000734183,0.006558039,Other,0.665825188,White
Thomas,Szapucki,0.939136147,6.76e-07,6.4e-05,0.009649039,White,0.939136147,White
Tim,Anderson,9.22e-07,0.999316573,8.88e-06,9.17e-07,Black,0.999316573,Black
Tim,Beckham,2.05e-05,0.989441037,0.000103955,8.95e-06,Black,0.989441037,Black
Tim,Hill,0.998377323,3.38e-07,1.57e-06,0.000594954,White,0.998377323,White
Tim,Locastro,0.896579444,8.86e-06,2.49e-05,0.016709268,White,0.896579444,White
Tim,Mayza,0.997828424,2.16e-07,1.12e-06,0.001037163,White,0.997828424,White
TJ,Friedl,0.990832388,6.18e-06,8.32e-05,0.004343417,White,0.990832388,White
Tom,Murphy,0.999879241,2.5e-08,1.55e-07,2.72e-05,White,0.999879241,White
Tommy,Edman,0.421505362,0.000301238,0.002336873,0.000810876,Other,0.44787398,White
Tommy,Henry,0.998776019,3.32e-07,4.5e-06,0.000416498,White,0.998776019,White
Tommy,Hunter,0.998451233,1.88e-06,5.67e-06,0.000283067,White,0.998451233,White
Tommy,Kahnle,0.926401675,5.64e-06,0.000144662,0.00698704,White,0.926401675,White
Tommy,La Stella,0.544081092,0.001021275,3.47e-05,0.091473736,White,0.544081092,White
Tommy,Milone,0.034327555,0.000943329,0.000889719,0.000172695,Other,0.958090901,White
Tommy,Nance,0.969484031,1.14e-05,2.91e-05,0.011423902,White,0.969484031,White
Tommy,Pham,0.000312304,0.987484634,7.45e-05,6.56e-05,Black,0.987484634,Black
Tommy,Romero,0.877257288,0.000185946,3.29e-05,0.005700598,White,0.877257288,White
Tony,Gonsolin,0.824270368,2.6e-05,2.37e-05,0.035519481,White,0.824270368,White
Tony,Kemp,0.000992563,0.666961551,0.000141144,0.001573453,Black,0.666961551,Black
Tony,Santillan,0.001071517,0.199274004,0.003028366,0.000146382,Asian,0.472934097,Other
Tony,Wolters,0.584656477,1.16e-05,0.000290496,0.019572066,White,0.584656477,White
Touki,Toussaint,1.7e-07,0.999977946,1.25e-07,2.42e-08,Black,0.999977946,Black
Travis,Blankenhorn,0.999300838,3.22e-07,1.6e-06,0.000335901,White,0.999300838,White
Travis,Demeritte,1.62e-07,0.999920845,2.31e-07,2.13e-07,Black,0.999920845,Black
Travis,d'Arnaud,0.606150746,2.69e-05,7.75e-05,0.00547873,White,0.606150746,White
Travis,Jankowski,0.997012377,3.82e-07,2.41e-06,0.000226515,White,0.997012377,White
Travis,Lakins Sr.,0.999274552,2.21e-07,2.82e-06,0.000266307,White,0.999274552,White
Travis,Shaw,0.808097124,5.8e-06,3.16e-05,0.003673689,White,0.808097124,White
Travis,Swaggerty,0.908838272,3.41e-05,0.000174087,0.002870345,White,0.908838272,White
Trayce,Thompson,0.991089106,1.01e-05,9.39e-06,0.004317075,White,0.991089106,White
Trea,Turner,0.979258657,0.000118094,1.68e-05,0.008753336,White,0.979258657,White
Trent,Grisham,0.012429323,0.017789286,0.000168585,0.000245324,Other,0.963401973,White
Trent,Thornton,0.996869028,1.22e-06,2.45e-06,0.001083125,White,0.996869028,White
Tres,Barrera,0.616898656,4.42e-05,0.000604502,0.002780332,White,0.616898656,White
Trevor,Gott,0.995773613,7.52e-07,9.99e-06,0.000248837,White,0.995773613,White
Trevor,Kelley,0.979366839,2.03e-06,5.22e-06,0.001973822,White,0.979366839,White
Trevor,Larnach,0.797074199,6.17e-06,0.000112358,0.091695368,White,0.797074199,White
Trevor,May,0.999277413,6.75e-07,2.55e-06,0.000339134,White,0.999277413,White
Trevor,Megill,0.998106241,7.34e-07,1.01e-06,0.000108145,White,0.998106241,White
Trevor,Richards,0.999325514,6.86e-07,3.68e-06,0.000244141,White,0.999325514,White
Trevor,Rogers,0.921944797,9.3e-06,0.000336599,0.028988102,White,0.921944797,White
Trevor,Stephan,0.94853574,4.1e-06,1.25e-05,0.013738578,White,0.94853574,White
Trevor,Story,0.997003019,3.79e-07,2.06e-06,0.000273374,White,0.997003019,White
Trevor,Williams,0.915668547,0.000109976,0.00019814,0.019023795,White,0.915668547,White
Trey,Mancini,0.678931892,0.00018409,8.44e-05,0.014190366,White,0.678931892,White
Triston,Casas,0.667294681,0.000225199,0.000562759,0.005937277,White,0.667294681,Other
Triston,McKenzie,2.25e-06,0.999691129,4.88e-06,2.61e-07,Black,0.999691129,Black
Tucker,Barnhart,0.989914894,2.34e-05,2.74e-05,0.004205814,White,0.989914894,White
Tucker,Davidson,0.94821769,2.39e-06,2.8e-05,0.013708116,White,0.94821769,White
Tucupita,Marcano,0.054010198,0.003259159,0.004749812,0.002173127,Other,0.900174499,Other
Ty,Blach,0.994400561,2.44e-06,1.75e-05,0.002543992,White,0.994400561,White
Ty,France,0.997811735,4.76e-07,7.52e-06,0.000675447,White,0.997811735,White
Tyler,Alexander,0.99932611,8.84e-08,7.81e-07,0.000128318,White,0.99932611,White
Tyler,Anderson,0.956893086,1.09e-05,0.000115099,0.013283288,White,0.956893086,White
Tyler,Beede,0.960678935,4.35e-06,1.39e-05,0.00740391,White,0.960678935,White
Tyler,Clippard,0.999620318,1.08e-07,1.01e-06,0.000145596,White,0.999620318,White
Tyler,Cyr,0.254039168,4.71e-05,0.000159162,0.043821663,Other,0.674542665,White
Tyler,Danish,0.991635442,1.18e-06,1.06e-05,0.002112041,White,0.991635442,White
Tyler,Duffey,0.998736203,5.62e-07,7.49e-06,0.000113799,White,0.998736203,White
Tyler,Freeman,0.320551902,0.006027872,0.001444445,0.000513743,Other,0.664060771,Other
Tyler,Gilbert,0.992768764,1.35e-05,6.25e-06,0.002762506,White,0.992768764,White
Tyler,Glasnow,0.836444974,3.72e-05,0.000190001,0.015173356,White,0.836444974,White
Tyler,Heineman,0.993869901,8.67e-07,1.24e-05,0.002011,White,0.993869901,White
Tyler,Holton,0.975174963,7.04e-06,9.43e-05,0.000627983,White,0.975174963,White
Tyler,Kinley,0.150668383,6.13e-05,0.003228946,0.065755174,Other,0.690903187,White
Tyler,Mahle,0.929834425,2.45e-06,0.000147926,0.003393575,White,0.929834425,White
Tyler,Matzek,0.999816954,1.98e-08,5.99e-07,4.45e-05,White,0.999816954,White
Tyler,Naquin,0.991492689,4.38e-06,2.81e-05,0.003187537,White,0.991492689,White
Tyler,Nevin,0.999155164,1.69e-07,3.4e-06,0.00032661,White,0.999155164,White
Tyler,O'Neill,0.943813086,2.15e-05,8.35e-05,0.016103355,White,0.943813086,White
Tyler,Rogers,0.965820313,7.87e-07,1.34e-05,0.001987247,White,0.965820313,White
Tyler,Stephenson,0.992095292,8.24e-06,3.25e-05,0.000690523,White,0.992095292,White
Tyler,Thornburg,0.927809119,3.31e-05,2.12e-05,0.010146095,White,0.927809119,White
Tyler,Wade,0.836850405,2.59e-05,6.2e-05,0.05261438,White,0.836850405,White
Tyler,Wells,0.990386903,2.28e-06,6.6e-06,0.000231335,White,0.990386903,White
Tylor,Megill,0.966774642,2.33e-05,0.000103238,0.006596453,White,0.966774642,White
Tyrone,Taylor,0.861743808,2.76e-05,0.00038734,0.027159348,White,0.861743808,White
Tyson,Miller,0.05221897,0.104856499,0.002126657,0.00932352,Other,0.792752802,Other
Vaughn,Grissom,0.03564477,0.014730799,0.009385284,0.000958534,Other,0.837510645,Other
Victor,Caratini,0.981744826,5.13e-06,7.25e-05,0.006483824,White,0.981744826,White
Victor,Reyes,0.011090325,0.018982947,0.023784775,0.034049474,Other,0.471983492,Other
Victor,Robles,4.91e-06,0.998518407,1.11e-05,4.03e-06,Black,0.998518407,Black
Vince,Velasquez,0.226546571,5.95e-05,0.002659536,0.015517136,Asian,0.604769289,Other
Vinnie,Pasquantino,0.998332202,1.93e-07,2.93e-06,0.000256395,White,0.998332202,White
Vinny,Capra,0.938620389,2.75e-06,1.86e-05,0.024058564,White,0.938620389,White
Vinny,Nittoli,0.112015247,0.001771049,0.000288556,0.000917006,Other,0.88125515,Other
Vladimir,Guerrero Jr.,3.02e-06,0.999309659,2.43e-05,3.46e-07,Black,0.999309659,Black
Vladimir,Gutierrez,0.001189669,0.931726158,0.000211697,0.000350595,Black,0.931726158,Black
Wade,Miley,0.372539669,0.001026421,5.64e-05,0.017422931,Other,0.567443728,Other
Walker,Buehler,0.957604766,3.57e-06,5.4e-05,0.005522869,White,0.957604766,White
Wander,Franco,0.002114804,0.009675384,0.040337276,0.000280773,Asian,0.805417001,Other
Wandy,Peralta,0.000892487,0.024020094,0.010080464,5.8e-05,Asian,0.836152315,Other
Whit,Merrifield,0.972854018,3.92e-05,1.31e-05,0.013171454,White,0.972854018,White
Wil,Crowe,0.999019504,6.36e-08,1.74e-06,0.000145094,White,0.999019504,White
Wil,Myers,0.999032497,9.38e-07,1.02e-05,0.000331356,White,0.999032497,White
Will,Benson,5.12e-06,0.999417186,1.57e-05,1.36e-06,Black,0.999417186,Black
Will,Brennan,0.352387935,0.001406034,0.001543887,0.001448757,Other,0.636903703,White
Will,Smith,0.999287665,7.29e-08,5.29e-07,7.03e-05,White,0.999287665,White
Will,Vest,0.999017596,1.05e-06,7.13e-06,0.000453775,White,0.999017596,White
Willi,Castro,0.006409285,0.06190566,3.51e-05,0.097685978,Asian,0.500214994,Other
William,Contreras,0.035450775,0.001086975,0.001478323,0.001224665,Asian,0.357500643,Other
William,Woods,0.974885702,2.72e-05,3.22e-05,0.00760914,White,0.974885702,White
Willians,Astudillo,0.05095784,0.025563728,0.001347445,0.004489814,Other,0.852413654,Other
Willie,Calhoun,0.002178864,0.412418455,0.00411715,0.00018917,Black,0.412418455,Other
Willson,Contreras,0.037682243,0.004838505,0.008580398,0.000474773,Other,0.658074617,Other
Willy,Adames,0.119011797,0.00073976,0.001550526,0.02913484,Other,0.824270546,Other
Wilmer,Difo,0.003725004,0.227500096,0.000530583,0.001916274,Asian,0.532384455,Other
Wilmer,Flores,0.140289098,0.000279669,0.005333627,0.000705431,Asian,0.337777525,Other
Wily,Peralta,0.004510498,0.016256055,0.03811029,0.000960115,Asian,0.532002747,Other
Wyatt,Mills,0.824435234,1.48e-06,1.22e-05,0.010096737,White,0.824435234,White
Wynton,Bernard,2.03e-06,0.999144554,8.07e-06,5.67e-07,Black,0.999144554,Black
Xander,Bogaerts,0.018367946,0.336851567,0.000603782,0.00297916,Other,0.618800461,Other
Xzavion,Curry,2.19e-06,0.999559343,5.91e-06,2.39e-06,Black,0.999559343,Black
Yadiel,Hernandez,0.019278198,0.031417634,0.018055538,0.006527577,Other,0.547124863,Other
Yadier,Molina,0.119710408,0.001993433,0.001547119,0.011890111,Other,0.857871294,Other
Yainer,Diaz,0.067606181,0.007080839,0.003063775,0.0053624,Other,0.843820333,Other
Yan,Gomes,0.672818422,2.73e-05,0.000461768,0.006090294,White,0.672818422,White
Yasmani,Grandal,0.788414657,9.3e-06,0.000259232,0.093423598,White,0.788414657,White
Yency,Almonte,3.46e-05,0.980699122,1.81e-05,6.75e-05,Black,0.980699122,Black
Yennier,Cano,5.37e-05,0.96552217,0.000337506,3.77e-05,Black,0.96552217,Black
Yerry,De Los Santos,3.75e-05,0.980476081,0.000142574,5.43e-06,Black,0.980476081,Black
Yohan,Ramirez,0.00869189,0.002779917,0.028707258,0.000300755,Other,0.635652781,Other
Yonathan,Daza,0.051746149,0.000326577,0.007922954,0.000902542,Other,0.734215438,Other
Yonny,Chirinos,0.011972871,0.009332066,0.004126265,0.006093417,Other,0.634069681,Other
Yordan,Alvarez,7.67e-07,0.999720156,6.07e-06,4.06e-07,Black,0.999720156,Black
Yoshi,Tsutsugo,0.000400832,3.76e-06,6.2e-05,1.23e-06,Asian,0.878487825,Asian
Yu,Chang,0.000262328,0.000129921,0.000212984,6.41e-06,Asian,0.860093653,Asian
Yu,Darvish,0.001161746,7.34e-06,0.000271917,2.18e-05,Asian,0.79132092,Asian
Yuli,Gurriel,0.054133445,0.003468005,0.004748222,0.004013977,Other,0.813394487,Other
Yunior,Marte,1.31e-07,0.999991179,2.06e-07,5.82e-08,Black,0.999991179,Black
Yusei,Kikuchi,0.00023085,2.23e-05,0.000156915,4.62e-06,Asian,0.932274103,Asian
Zac,Gallen,0.975037336,1.2e-06,1.13e-05,0.001605973,White,0.975037336,White
Zac,Lowther,0.996804237,8.01e-08,1.19e-06,7.47e-05,White,0.996804237,White
Zach,Davies,0.906118512,5.33e-05,0.000407387,0.006770912,White,0.906118512,White
Zach,Eflin,0.144239992,0.000181451,0.000139805,0.286289811,Other,0.483692765,White
Zach,Jackson,0.998589933,3.36e-07,8.01e-06,0.000630785,White,0.998589933,White
Zach,Logue,0.998768866,4.51e-07,8.66e-07,0.000225248,White,0.998768866,White
Zach,McKinstry,0.618791282,1.95e-06,3.33e-05,0.0150554,White,0.618791282,White
Zach,Plesac,0.997795224,1.55e-06,8.59e-06,0.000560089,White,0.997795224,White
Zach,Pop,0.993345618,1.95e-06,9.44e-06,0.00091036,White,0.993345618,White
Zach,Reks,0.998042822,5.83e-07,1.77e-06,0.000477974,White,0.998042822,White
Zach,Thompson,0.948380113,5.2e-06,1.33e-05,0.021079957,White,0.948380113,White
Zack,Britton,0.96639663,1.21e-06,2.85e-05,0.000422656,White,0.96639663,White
Zack,Collins,0.999828696,5.05e-08,6.27e-07,4.91e-05,White,0.999828696,White
Zack,Greinke,0.996964872,5.33e-07,9.64e-06,0.000509959,White,0.996964872,White
Zack,Kelly,0.999827504,1.11e-07,8.92e-07,5.45e-05,White,0.999827504,White
Zack,Littell,0.73524636,0.000768076,0.001321619,0.00256687,White,0.73524636,White
Zack,Short,0.995909214,6.63e-07,8.44e-06,0.000908956,White,0.995909214,White
Zack,Thompson,0.998523414,1.78e-06,3.56e-06,0.000226443,White,0.998523414,White
Zack,Weiss,0.59997189,6.83e-06,6.74e-05,0.010256217,White,0.59997189,White
Zack,Wheeler,0.996645272,3.16e-06,1.03e-05,0.00046625,White,0.996645272,White
