First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score
Precious,Achiuwa,1.2750197697641852e-07,0.9999632835388184,3.105069546904815e-05,5.508360850114968e-06,Black
Steven,Adams,0.1284342259168625,0.0026892428286373615,0.16031893336912617,0.7085576392710209,Other
Bam,Adebayo,1.0416955547043472e-06,0.9998838901519775,6.879607724386005e-05,4.6301105385282426e-05,Black
Ochai,Agbaji,8.007543215171609e-07,0.9997602105140686,0.00020718065610481062,3.166981466051766e-05,Black
Santi,Aldama,0.48488327860832214,5.306465391186066e-05,0.011907261417945847,0.5031564086675644,Other
Nickeil,Alexander-Walker,0.003648875979706645,0.8963953852653503,0.013903185725212097,0.08605249994434416,Black
Grayson,Allen,0.7942078709602356,0.0004948555724695325,0.0020924652053508908,0.20320476591587067,White
Jarrett,Allen,7.559835648862645e-05,0.9209849238395691,0.07187513407461665,0.0070643252693116665,Black
Jose,Alvarado,0.04136882722377777,0.052954014390707016,0.029370070435106754,0.8763070739805698,Other
Kyle,Anderson,0.00983674917370081,0.2608219087123871,0.3258582984562963,0.40348309569526464,Other
Giannis,Antetokounmpo,1.764202352205757e-05,0.9990770816802979,0.000251092864345992,0.0006541182332284734,Black
Thanasis,Antetokounmpo,8.106959285214543e-06,0.9995920062065125,0.00019451258094704826,0.00020532324447231076,Black
Cole,Anthony,0.015102067030966282,0.08488284796476364,0.06338514212984592,0.8366299415938556,Other
O.G.,Anunoby,3.140956152947183e-07,0.9999651908874512,2.755950259825113e-05,6.9432337497232766e-06,Black
Ryan,Arcidiacono,0.9592854976654053,2.266973751829937e-05,0.00040774537046672776,0.040284124203026295,White
Deni,Avdija,0.15664790570735931,0.0007256702519953251,0.01918495643622009,0.8234414458274841,Other
Deandre,Ayton,9.097519182432734e-07,0.999864935874939,8.526903241090622e-05,4.876729474290187e-05,Black
Udoka,Azubuike,2.9641284982062643e-07,0.9999701976776123,2.2925547000340885e-05,6.6337258175508396e-06,Black
Ibou,Badji,5.514345868817827e-09,0.9999983310699463,1.5742562302634155e-06,1.492805896674554e-07,Black
Marvin,Bagley III,2.117219992214814e-06,0.999065101146698,0.0007255536402226426,0.00020721556268199492,Black
Patrick,Baldwin Jr.,0.03282257169485092,0.08623724430799484,0.029088181676343083,0.8518520370125771,Other
LaMelo,Ball,0.3128497898578644,0.002107549225911498,0.009931305394275114,0.6751113347709179,Other
Lonzo,Ball,0.4874810576438904,0.029122663661837578,0.0051937337484559976,0.47820260375738144,White
Mo,Bamba,1.662981929939633e-08,0.9999990463256836,6.079619261356584e-07,2.914686576538372e-07,Black
Paolo,Banchero,0.003470110706984997,0.8797001838684082,0.017492081795353442,0.09933764906600118,Black
Desmond,Bane,3.343580465298146e-05,0.993757963180542,0.003675386407849146,0.0025332101968160714,Black
Dalano,Banton,0.017979569733142853,0.0635591447353363,0.26373010157840326,0.6547311916947365,Other
Dominick,Barlow,0.000643842329736799,0.9483376741409302,0.019455819303402677,0.031562687014229596,Black
Harrison,Barnes,3.6118657931183407e-07,0.9998786449432373,8.851806734355705e-05,3.238789533099862e-05,Black
Scottie,Barnes,2.4365721401409246e-05,0.996749758720398,0.0008018085427465849,0.0024241295459432877,Black
RJ,Barrett,1.057035660778638e-06,0.999560534954071,0.0003563382219908817,8.206408324440417e-05,Black
Will,Barton,1.4073032161832089e-07,0.9999792575836182,1.0406499626469667e-05,1.0175819539881559e-05,Black
Charles,Bassey,4.8072770368889906e-06,0.9995573163032532,0.0001704247179077356,0.0002674913991995709,Black
Keita,Bates-Diop,1.0779359627122176e-06,0.9998176693916321,0.00011562007534848817,6.576922473300328e-05,Black
Nicolas,Batum,0.0001157305741799064,0.9565303921699524,0.03751734541947371,0.005836485943291336,Black
Darius,Bazley,1.9693354261107743e-05,0.9981274008750916,0.0001686534355940239,0.0016841847746036365,Black
Bradley,Beal,3.450355734457844e-06,0.998428463935852,0.0013122310028848005,0.000255895452482946,Black
Malik,Beasley,2.3383761345030507e-06,0.9997016787528992,0.00017029089610787196,0.00012572492036611038,Black
MarJon,Beauchamp,0.0004744363250210881,0.909944474697113,0.06247906852513552,0.027102091728011146,Black
Davis,Bertans,0.9796940684318542,0.00014626160555053502,0.0003970588222728111,0.019762590061873198,White
Patrick,Beverley,1.3913194152337383e-07,0.9995676875114441,0.0004264369338926599,5.796078283992756e-06,Black
Saddiq,Bey,1.400351266056532e-05,0.9939818978309631,0.00460419966475456,0.001400009309691086,Black
Khem,Birch,0.0003616400936152786,0.8126987814903259,0.16873919239151292,0.01820033130934462,Black
Goga,Bitadze,0.17202235758304596,0.0006690986338071525,0.19093943811094505,0.6363691240549088,Other
Bismack,Biyombo,8.370903259447005e-08,0.9999833106994629,7.218613383486172e-06,9.304028402823405e-06,Black
Buddy,Boeheim,0.9889317750930786,2.1130159439053386e-05,0.00029387299036898185,0.01075322786346078,White
Bogdan,Bogdanovic,0.4739076495170593,0.0029388347174972296,0.0030224468209780753,0.5201310589909554,Other
Bojan,Bogdanovic,0.9932414293289185,5.673013674822869e-06,8.45860749905114e-05,0.006668445072136819,White
Bol,Bol,4.6378112017464446e-08,0.9999505281448364,4.903731198346861e-05,3.769233432038277e-07,Black
Leandro,Bolmaro,0.3970390856266022,1.6673608115524985e-05,0.0006818799010943621,0.6022624429315329,Other
Devin,Booker,0.02299712598323822,0.0036173525732010603,0.6499256570823491,0.32345980941317976,Asian
Brandon,Boston Jr.,3.0448316465481184e-05,0.996260941028595,0.0015209976863843622,0.002187652067732415,Black
Chris,Boucher,4.167006295574538e-08,0.9999959468841553,2.625127192956711e-06,1.5165114604087648e-06,Black
James,Bouknight,0.0030727304983884096,0.02608329989016056,0.8437321930541657,0.1271118267904967,Asian
Jamaree,Bouyea,1.4692547267713962e-07,0.9999874830245972,5.973052111585275e-06,6.524734233792628e-06,Black
Tony,Bradley,9.140722795564216e-06,0.9993962049484253,0.00020909673958158237,0.0003854718447655614,Black
Malaki,Branham,7.180530701589305e-06,0.9995470643043518,0.00019322657499287743,0.0002524722730186113,Black
Christian,Braun,0.9939004182815552,9.040602435561595e-07,5.986746691633016e-05,0.006038725608959794,White
Mikal,Bridges,1.9262079149484634e-05,0.9976748824119568,0.0017450109571655048,0.0005608574565485469,Black
Oshae,Brissett,0.00025142080266959965,0.9806031584739685,0.003583958801755216,0.015561438980512321,Black
Malcolm,Brogdon,0.03374785557389259,0.2045680433511734,0.04760822653770447,0.7140758857131004,Other
Dillon,Brooks,0.002589438110589981,0.8134198784828186,0.02587144501740113,0.15811933326767758,Black
Bruce,Brown,1.7366166957799578e-06,0.9997910857200623,8.789284777321882e-05,0.00011920775455109833,Black
Jaylen,Brown,1.0687350595617318e-06,0.9998151659965515,0.00012407541998982197,5.9742569419540814e-05,Black
Kendall,Brown,0.0932365134358406,0.14492438733577728,0.012576087843626738,0.7492630407214165,Other
Moses,Brown,6.594059414055664e-07,0.9999030828475952,5.102851991978241e-05,4.5230040598198684e-05,Black
Sterling,Brown,4.408366294228472e-07,0.9996515512466431,0.00031586596742272377,3.217547069311877e-05,Black
Greg,Brown III,5.3349258450907655e-06,0.998812198638916,0.0010089316988342034,0.00017351495046113996,Black
Troy,Brown Jr.,3.407672920729965e-06,0.9975401163101196,0.0020164847150567766,0.0004401027777021227,Black
Jalen,Brunson,0.003057225840166211,0.7930635213851929,0.008932581869885325,0.1949466890655458,Black
Thomas,Bryant,2.4680213073224877e-07,0.9999722242355347,2.1251721591397654e-05,6.188622108993513e-06,Black
Reggie,Bullock,1.8718345984325424e-07,0.9999712705612183,2.1618595269501384e-05,6.870284625648537e-06,Black
Alec,Burks,5.644309339913889e-07,0.9998326301574707,0.00012952593772297405,3.7314473956939764e-05,Black
Deonte,Burton,4.565818869650684e-07,0.9999513626098633,3.885215585341939e-05,9.24449271622052e-06,Black
Jared,Butler,1.782659273885656e-05,0.998202919960022,0.0009334841161035001,0.0008457479074195362,Black
Jimmy,Butler,8.184961188817397e-07,0.999671459197998,0.0002861041270989517,4.1586293889395165e-05,Black
John,Butler Jr.,0.0002598209830466658,0.9590659141540527,0.028475208882809966,0.012199079355923459,Black
Jamal,Cain,1.401660796318538e-07,0.9999873638153076,7.173176641117607e-06,5.381426269934764e-06,Black
Kentavious,Caldwell-Pope,2.7784742542280583e-06,0.9980345368385315,0.0017358110198983923,0.00022673244404813886,Black
Facundo,Campazzo,0.16978789865970612,0.001068854471668601,0.07652664993656799,0.7526166215538979,Other
Vlatko,Cancar,0.9947505593299866,5.671109647664707e-06,8.331280150741804e-05,0.005160546628758311,White
Clint,Capela,2.278512170050817e-07,0.999923586845398,6.800731875955535e-05,8.224330017014836e-06,Black
Vernon,Carey Jr.,1.875987982202787e-05,0.9989628791809082,0.0003675071075122105,0.0006507796151709044,Black
Jevon,Carter,1.1474336133687757e-05,0.9993554949760437,0.00017768938687368063,0.0004554671536425303,Black
Wendell,Carter Jr.,0.00022772316879127175,0.9397928714752197,0.046221245342167094,0.013758161505393218,Black
Michael,Carter-Williams,0.00044674103264696896,0.9555926322937012,0.009164434508420527,0.03479607921326533,Black
Alex,Caruso,0.9741896986961365,1.1994060514552984e-05,0.0001342998421023367,0.025664007291197777,White
Julian,Champagnie,0.023802531883120537,0.4693116545677185,0.08511863858439028,0.42176719196140766,Black
Justin,Champagnie,0.0015448039630427957,0.8160330653190613,0.08610771980602294,0.09631435852497816,Black
Kennedy,Chandler,0.00010316379484720528,0.977836012840271,0.010768871958134696,0.011291966562566813,Black
Max,Christie,0.0018997491570189595,0.7082486748695374,0.027228682243730873,0.262622907088371,Black
Josh,Christopher,3.062557880184613e-05,0.9973036050796509,0.0008219754563469905,0.0018436866039337474,Black
Brandon,Clarke,0.0011394625762477517,0.969829797744751,0.002183640410294174,0.026847197324968874,Black
Jordan,Clarkson,0.0029691800009459257,0.8040169477462769,0.08391775866039097,0.1090961042791605,Black
Nic,Claxton,9.634993148210924e-06,0.9994935989379883,0.0002425191651127534,0.00025420408655918436,Black
Amir,Coffey,0.0006849830970168114,0.9579789638519287,0.001412238081684336,0.039923722433741204,Black
John,Collins,0.00080490653635934,0.6832215785980225,0.2227281199884601,0.09324541687965393,Black
Zach,Collins,0.950531005859375,3.215700780856423e-05,9.272276838601101e-05,0.04934424348175526,White
Mike,Conley,0.001040167291648686,0.9762986302375793,0.009274225256376667,0.013386911829002202,Black
Pat,Connaughton,0.9985621571540833,3.2471766644448508e-06,1.1198244465049356e-05,0.0014233232650440186,White
Robert,Covington,2.4206817670346936e-06,0.9996911287307739,0.00019622526087914594,0.0001102025534294171,Black
Torrey,Craig,3.0965646146796644e-05,0.9977139234542847,0.0012458039745979477,0.0010093247947224882,Black
Jae,Crowder,5.074773525848286e-06,0.9998219609260559,8.80243637766398e-05,8.495399470120901e-05,Black
Jarrett,Culver,5.109380708745448e-06,0.9989921450614929,0.00012240898513482534,0.0008804287070915962,Black
Cade,Cunningham,0.0007466179085895419,0.7280845642089844,0.17377836885862052,0.09739049454219639,Black
Seth,Curry,0.05850480496883392,0.004984305705875158,0.008381458537769504,0.9281293749809265,Other
Stephen,Curry,0.0175485759973526,0.029335489496588707,0.07587909154244699,0.8772367751225829,Other
Dyson,Daniels,0.01713760942220688,0.5644069910049438,0.010947263683192432,0.40750817907974124,Black
Anthony,Davis,2.964504892588593e-05,0.9783161282539368,0.016431672229373362,0.005222572188358754,Black
Johnny,Davis,0.03157959505915642,0.06872907280921936,0.04821950918994844,0.8514718618243933,Other
Terence,Davis,1.198637988863993e-07,0.9999321699142456,5.3886386695012334e-05,1.3880393211707087e-05,Black
JD,Davison,0.0003803783329203725,0.9949353337287903,0.0012892106169601902,0.0033950921206269413,Black
Darius,Days,1.0914836821029894e-06,0.9999736547470093,9.811562108552607e-06,1.550658232929436e-05,Black
DeMar,DeRozan,1.232454678756767e-06,0.9999569654464722,2.3358766952696897e-05,1.847069427185488e-05,Black
Dewayne,Dedmon,2.0450390536552732e-07,0.9999586343765259,2.969598341451274e-05,1.145011358261172e-05,Black
Matthew,Dellavedova,0.9989323019981384,6.553340881509939e-06,2.6888472348218784e-05,0.0010341930901631713,White
Donte,DiVincenzo,0.9950214624404907,1.391689124830009e-06,5.629326096823206e-06,0.004971473586920183,White
Moussa,Diabate,8.672280671362387e-08,0.9999853372573853,1.099075062427346e-05,3.583069441148723e-06,Black
Mamadi,Diakite,1.887805524347641e-06,0.9999133348464966,2.2170966190060426e-05,6.267207902510563e-05,Black
Hamidou,Diallo,1.305856756061985e-07,0.9999637603759766,3.0172932440564182e-05,5.976700933274515e-06,Black
Gorgui,Dieng,5.955906203780614e-07,0.9999735355377197,8.63019351982075e-06,1.7303702634308138e-05,Black
Ousmane,Dieng,0.0002571078948676586,0.9255205988883972,0.03393265072372742,0.04028969532009796,Black
Spencer,Dinwiddie,0.0005492629134096205,0.7563230991363525,0.21367788157658651,0.02944973397825379,Black
Luka,Doncic,0.998615026473999,1.0567122444626875e-05,9.91598681139294e-05,0.0012751374742947519,White
Tyler,Dorsey,0.0013192411279305816,0.7776144742965698,0.03468420551507734,0.1863821353763342,Black
Luguentz,Dort,3.168821649524034e-07,0.9999305009841919,5.7161493202784186e-05,1.2043625488900034e-05,Black
Ayo,Dosunmu,5.587189093603229e-07,0.9999189376831055,4.725958979179268e-05,3.3302563792858564e-05,Black
Devon,Dotson,0.0019550661090761423,0.7642198204994202,0.14361900091171265,0.09020616039924789,Black
Jeff,Dowtin Jr.,3.993051450379426e-06,0.9997817873954773,3.110125931016228e-05,0.0001830726821481221,Black
PJ,Dozier,4.586286650010152e-06,0.9991045594215393,0.0005112270991958212,0.00037962340707053954,Black
Goran,Dragic,0.9806700944900513,3.9885304431663826e-05,7.907636609161273e-05,0.0192110282368958,White
Andre,Drummond,1.0045301905847737e-06,0.999866247177124,7.623653152677434e-05,5.647641319228569e-05,Black
Chris,Duarte,0.07989715039730072,0.0011503988644108176,0.00787778222002089,0.9110747128725052,Other
David,Duke Jr.,1.1318786619085586e-06,0.9998031258583069,0.00011922874091396807,7.655165882169968e-05,Black
Kris,Dunn,1.8449035223966348e-06,0.999760091304779,0.00010132271972906892,0.00013678510754289164,Black
Kevin,Durant,1.8492166873329552e-06,0.9992879033088684,0.0005795606130050146,0.00013068004227534402,Black
Jalen,Duren,1.1172994618391385e-07,0.999784529209137,0.00019796608768274382,1.740848082931734e-05,Black
Tari,Eason,6.879048441987834e-07,0.9992629885673523,0.0007114917030435208,2.4794821342766227e-05,Black
Anthony,Edwards,4.5285673877515364e-08,0.9999097585678101,8.752440091086555e-05,2.550180811411451e-06,Black
Kessler,Edwards,1.2280536338948878e-06,0.9996745586395264,0.0002716015396799776,5.2489726158455596e-05,Black
Keon,Ellis,1.0366854752419385e-07,0.9999852180480957,1.2558811008034354e-05,2.0644750442500026e-06,Black
Joel,Embiid,3.156742991450301e-07,0.9999586343765259,3.2374652732869436e-05,8.680562380902757e-06,Black
Drew,Eubanks,0.7789395451545715,0.00017392185691278428,0.0005659590096911415,0.22032063268125057,White
Bruno,Fernando,2.79406481240585e-06,0.9996476173400879,0.00019321253967063967,0.00015639887624274706,Black
Dorian,Finney-Smith,9.582510784866827e-08,0.9999490976333618,4.351619315912103e-05,7.189333587120927e-06,Black
Malachi,Flynn,0.5787123441696167,0.0007649865583516657,0.004857456544414163,0.41566515900194645,White
Simone,Fontecchio,0.1412508189678192,0.0017214592080563307,0.09641862567514181,0.7606091322377324,Other
Bryn,Forbes,0.011100560426712036,0.0445132702589035,0.5891143631888554,0.3552717918064445,Asian
Trent,Forrest,4.109349447389832e-06,0.9984902143478394,0.0010625574832374696,0.00044302461992629105,Black
Michael,Foster Jr.,4.164917015714309e-07,0.9998838901519775,8.08779569752005e-05,3.4830827729592784e-05,Black
Evan,Fournier,0.1411915421485901,0.0040561300702393055,0.12018068390898407,0.7345715761184692,Other
De'Aaron,Fox,1.6234984059337876e-06,0.9997250437736511,0.0001229358545060677,0.00015038698018088326,Black
Markelle,Fultz,8.963797154137865e-05,0.9738837480545044,0.01702190755167976,0.00900472400826402,Black
Wenyen,Gabriel,5.6892762501092875e-08,0.9999969005584717,2.4460196357267705e-06,6.109884749250227e-07,Black
Daniel,Gafford,1.932270788529422e-05,0.9958614706993103,0.0027502377297423664,0.0013690838604816236,Black
Danilo,Gallinari,0.7984513640403748,0.00031511549605056643,0.002520739450119436,0.19871285371482372,White
Darius,Garland,1.913603955472354e-05,0.9938367009162903,0.005439540364022832,0.0007046576465654653,Black
Usman,Garuba,2.3139816107686784e-07,0.999950647354126,3.315042692975112e-05,1.5984804434765465e-05,Black
Luka,Garza,0.4688858091831207,4.439879830897553e-06,0.00032509207630937453,0.5307846455834806,Other
Rudy,Gay,3.086348669967265e-06,0.9991853833198547,0.0007175496186846431,9.403764818216587e-05,Black
Paul,George,1.0702487088565249e-05,0.9974641799926758,0.002084212906083849,0.0004409267257869942,Black
Taj,Gibson,5.251456059340853e-06,0.9988201260566711,0.0007180790198617615,0.00045647705883311573,Black
Josh,Giddey,0.7730699181556702,0.0001284173922613263,0.0018604849683470093,0.22494124993681908,White
Shai,Gilgeous-Alexander,1.9823330148938112e-05,0.9939306974411011,0.0057437668492639204,0.00030579690837839735,Black
Anthony,Gill,0.018716642633080482,0.10043652355670929,0.06635905630537309,0.814487767405808,Other
Collin,Gillespie,0.5575032830238342,1.4949946489650756e-05,0.0006766123633497045,0.44180517084896564,White
Rudy,Gobert,0.1548425853252411,0.08182914555072784,0.2753597418195568,0.4879685342311859,Other
Jordan,Goodwin,1.1275565157120582e-06,0.9998414516448975,9.302919295350875e-05,6.43198188754468e-05,Black
Aaron,Gordon,0.0633624717593193,0.025214632973074913,0.06848576618358493,0.8429371069651097,Other
Eric,Gordon,0.00018756267672870308,0.9764881134033203,0.01014347284217365,0.013180865251342766,Black
