First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground_Truth
Tyler_Clippard,,0.999620318,1.08E-07,3.08E-05,0.000348747,White,White
Tyler_Cyr,,0.25403893,4.71E-05,0.027549406,0.718364533,Other,White
Tyler_Danish,,0.991635442,1.18E-06,7.47E-05,0.008288615,White,White
Tyler_Duffey,,0.998736203,5.62E-07,0.000105409,0.00115783,White,White
Tyler_Freeman,,0.320551842,0.006027872,0.008845738,0.664574514,Other,Other
Tyler_Gilbert,,0.992768764,1.35E-05,5.98E-05,0.007157953,White,White
Tyler_Glasnow,,0.836444974,3.72E-05,0.000649782,0.162868078,White,White
Tyler_Heineman,,0.993869901,8.67E-07,8.57E-05,0.00604337,White,White
Tyler_Holton,,0.975174963,7.04E-06,0.010545465,0.014272496,White,White
Tyler_Kinley,,0.150668383,6.13E-05,0.092611914,0.75665836,Other,White
Tyler_Mahle,,0.929834425,2.45E-06,0.000683381,0.069479741,White,White
Tyler_Matzek,,0.999816954,1.98E-08,8.57E-06,0.000174502,White,White
Tyler_Naquin,,0.991492689,4.38E-06,0.0005583,0.007944672,White,White
Tyler_Nevin,,0.999155164,1.69E-07,8.31E-05,0.000761557,White,White
Tyler_O'Neill,,0.943813086,2.15E-05,0.000448406,0.055716967,White,White
Tyler_Rogers,,0.965820313,7.87E-07,0.000201439,0.03397756,White,White
Tyler_Stephenson,,0.992095292,8.24E-06,0.000493206,0.007403247,White,White
Tyler_Thornburg,,0.927809119,3.31E-05,0.000747946,0.071409798,White,White
Tyler_Wade,,0.836850405,2.59E-05,0.000889474,0.162234157,White,White
Tyler_Wells,,0.990386903,2.28E-06,9.79E-05,0.009512914,White,White
Tylor_Megill,,0.966774642,2.33E-05,0.008168548,0.025033491,White,White
Tyrone_Taylor,,0.861743808,2.76E-05,0.002205926,0.136022598,White,White
Tyson_Miller,,0.05221897,0.104856499,0.040848275,0.802076322,Other,White
Ty_Blach,,0.994400561,2.44E-06,9.68E-05,0.005500153,White,White
Ty_France,,0.997811735,4.76E-07,4.70E-05,0.002140809,White,White
Vaughn_Grissom,,0.035644803,0.014730792,0.111155285,0.83846912,Other,Other
Victor_Caratini,,0.981744945,5.13E-06,0.00039209,0.017857858,White,White
Victor_Reyes,,0.011090325,0.018982971,0.463893978,0.506032735,Other,Other
Victor_Robles,,4.91E-06,0.998518407,0.000964848,0.000511827,Black,Black
Vidal_Bruján,,9.31E-05,0.791559994,0.204724367,0.003622541,Black,Black
Vimael_Machín,,0.001817514,0.004997705,0.903502665,0.08968218,Asian,Other
Vince_Velasquez,,0.226546571,5.95E-05,0.684545911,0.088848015,Asian,Other
Vinnie_Pasquantino,,0.998332202,1.93E-07,5.77E-05,0.001609913,White,White
Vinny_Capra,,0.938620269,2.75E-06,0.001344646,0.060032206,White,White
Vinny_Nittoli,,0.112015247,0.001771049,0.004041526,0.882172156,Other,White
Vladimir_Guerrero Jr.,,3.02E-06,0.999309659,0.000437721,0.000249608,Black,Black
Vladimir_Gutierrez,,0.001189669,0.931726158,0.011169635,0.055914663,Black,Black
Víctor_Arano,,0.020808002,0.101468764,0.381793826,0.4959294,Other,Other
Wade_Miley,,0.372539759,0.001026421,0.041567155,0.584866669,Other,White
Walker_Buehler,,0.957604885,3.57E-06,0.003605952,0.038785697,White,White
Wander_Franco,,0.002114804,0.009675384,0.887664542,0.100545263,Asian,Other
Wandy_Peralta,,0.000892487,0.024020094,0.932049058,0.043038299,Asian,Other
Whit_Merrifield,,0.972854018,3.92E-05,0.000318858,0.026787843,White,White
William_Contreras,,0.035450734,0.001086975,0.692802885,0.270659414,Asian,Other
William_Woods,,0.974885702,2.72E-05,0.000318022,0.024769123,White,White
Willians_Astudillo,,0.050957859,0.02556375,0.066574952,0.856903413,Other,Other
Willie_Calhoun,,0.002178865,0.412418544,0.404402376,0.181000188,Black,Other
Willi_Castro,,0.006409285,0.06190566,0.500607176,0.431077942,Asian,Black
Willson_Contreras,,0.037682224,0.004838503,0.298929817,0.658549451,Other,Other
Willy_Adames,,0.119011819,0.00073976,0.026843131,0.853405373,Other,Other
Will_Benson,,5.12E-06,0.999417186,0.000314511,0.00026315,Black,Black
Will_Brennan,,0.352387637,0.001406037,0.007853656,0.638352699,Other,White
Will_Smith,,0.998833477,7.69E-08,1.01E-05,0.001156347,White,White
Will_Vest,,0.999017596,1.05E-06,6.18E-05,0.000919415,White,White
Wilmer_Difo,,0.003725011,0.227499634,0.549496347,0.219279007,Asian,Other
Wilmer_Flores,,0.140289083,0.000279669,0.530731809,0.328699421,Asian,Other
Wily_Peralta,,0.004510498,0.016256055,0.656357463,0.32287592,Asian,Other
Wil_Crowe,,0.999019504,6.36E-08,2.50E-05,0.000955437,White,White
Wil_Myers,,0.999032497,9.38E-07,4.71E-05,0.000919434,White,White
Wyatt_Mills,,0.824435234,1.48E-06,0.000548708,0.175014609,White,White
Wynton_Bernard,,2.03E-06,0.999144554,0.00050292,0.00035041,Black,Black
Xander_Bogaerts,,0.018367946,0.336851627,0.023000866,0.621779564,Other,Other
Xzavion_Curry,,2.19E-06,0.999559343,0.000253639,0.000184939,Black,Black
Yadiel_Hernandez,,0.019278189,0.031417634,0.395651875,0.553652252,Other,Other
Yadier_Molina,,0.119710423,0.001993433,0.008534679,0.869761502,Other,Other
Yainer_Diaz,,0.067606181,0.007080839,0.076130214,0.849182734,Other,Other
Yairo_Munoz,,0.016165659,0.003958964,0.587550875,0.392324493,Asian,Other
Yandy_Díaz,,2.38E-06,0.998523533,0.001256362,0.000217757,Black,Black
Yan_Gomes,,0.672818542,2.73E-05,0.002174526,0.324979677,White,Other
Yasmani_Grandal,,0.788414538,9.30E-06,0.001226073,0.210350066,White,Other
Yency_Almonte,,3.46E-05,0.980699122,0.013713587,0.005552588,Black,Black
Yennier_Cano,,5.37E-05,0.96552217,0.030240724,0.004183437,Black,Black
Yermín_Mercedes,,0.00044296,0.015635051,0.943334315,0.04058762,Asian,Other
Yerry_De Los Santos,,3.75E-05,0.980476081,0.014791232,0.004695156,Black,Black
Yerry_Rodriguez,,0.024063714,0.0441962,0.066669123,0.865070946,Other,Other
Yimi_Garcia,,0.03284071,0.002606289,0.107127362,0.857425666,Other,Other
Yoan_López,,0.10530214,0.059181705,0.783166604,0.052349607,Asian,Other
Yohan_Ramirez,,0.008691899,0.002779915,0.352574632,0.635953536,Other,Other
Yolmer_Sanchez,,0.23427403,0.001316802,0.04489688,0.719512319,Other,Other
Yonathan_Daza,,0.051746149,0.000326577,0.212809271,0.73511798,Other,Other
Yonny_Chirinos,,0.011972866,0.009332065,0.338532027,0.640162972,Other,Other
Yonny_Hernandez,,0.001573279,0.647298098,0.115308278,0.235820259,Black,Black
Yordan_Alvarez,,7.67E-07,0.999720156,0.000252905,2.61E-05,Black,Black
Yoshi_Tsutsugo,,0.000400832,3.76E-06,0.999131904,0.000463477,Asian,Asian
Yoán_Moncada,,0.000288275,0.011326433,0.981823347,0.006561971,Asian,Other
Yuli_Gurriel,,0.054133411,0.003468006,0.12499029,0.817408284,Other,Other
Yunior_Marte,,1.31E-07,0.999991179,4.95E-06,3.68E-06,Black,Black
Yusei_Kikuchi,,0.00023085,2.23E-05,0.999151593,0.000595221,Asian,Asian
Yusniel_Diaz,,0.000509069,0.87342912,0.052639558,0.073422272,Black,Black
Yu_Chang,,0.000262328,0.000129921,0.994748818,0.004858945,Asian,Asian
Yu_Darvish,,0.001161746,7.34E-06,0.995244578,0.003586342,Asian,Asian
Zach_Davies,,0.906118631,5.33E-05,0.005880436,0.087947601,White,White
Zach_Eflin,,0.144239917,0.00018145,0.085596091,0.769982576,Other,White
Zach_Jackson,,0.998589933,3.36E-07,5.19E-05,0.001357722,White,White
Zach_Logue,,0.998768866,4.51E-07,4.77E-06,0.001225866,White,White
Zach_McKinstry,,0.618791103,1.95E-06,0.000237505,0.380969489,White,White
Zach_Plesac,,0.997795224,1.55E-06,0.000641802,0.001561404,White,White
Zach_Pop,,0.993345618,1.95E-06,0.000125139,0.00652726,White,White
Zach_Reks,,0.998042822,5.83E-07,1.75E-05,0.001939011,White,White
Zach_Thompson,,0.948380113,5.20E-06,0.000496332,0.051118353,White,White
Zack_Britton,,0.966396451,1.21E-06,0.022754043,0.010848207,White,White
Zack_Collins,,0.999828696,5.05E-08,1.35E-05,0.000157795,White,White
Zack_Greinke,,0.996964872,5.33E-07,0.00010836,0.002926262,White,White
Zack_Kelly,,0.999827504,1.11E-07,9.13E-06,0.000163363,White,White
Zack_Littell,,0.735246599,0.000768075,0.008930482,0.255054888,White,White
Zack_Short,,0.995909214,6.63E-07,6.66E-05,0.004023446,White,White
Zack_Thompson,,0.998523414,1.78E-06,0.000288449,0.001186416,White,White
Zack_Weiss,,0.599972486,6.83E-06,0.000401786,0.399618899,White,White
Zack_Wheeler,,0.996645272,3.16E-06,6.26E-05,0.003288981,White,White
Zac_Gallen,,0.975037336,1.20E-06,0.000129254,0.0248322,White,White
Zac_Lowther,,0.996804237,8.01E-08,8.32E-06,0.003187301,White,White
