First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground_Truth
A.J._Alexy,,0.999921441,1.78E-07,7.99E-06,7.05E-05,White,White
A.J._Minter,,0.993969679,3.19E-06,0.001212445,0.004814607,White,White
A.J._Puk,,0.994418025,1.12E-06,0.000643093,0.004937736,White,White
Aaron_Ashby,,0.427769959,0.000159463,0.024861091,0.547209427,Other,White
Aaron_Brooks,,0.993323267,4.04E-07,9.53E-05,0.006580936,White,White
Aaron_Bummer,,0.981532216,1.05E-06,5.32E-05,0.018413547,White,White
Aaron_Civale,,0.441868961,6.77E-05,0.00725749,0.550805874,Other,White
Aaron_Fletcher,,0.00184909,0.259570092,0.527279886,0.211300886,Asian,Black
Aaron_Hicks,,0.001596355,0.059535615,0.844927588,0.09394036,Asian,Black
Aaron_Judge,,0.44041869,0.000881241,0.008045852,0.55065419,Other,White
Aaron_Loup,,0.988742709,5.86E-06,0.000110405,0.011140941,White,White
Aaron_Nola,,0.965325475,2.78E-06,0.001375236,0.033296502,White,White
Aaron_Sanchez,,0.186914101,5.08E-05,0.165062105,0.647973046,Other,Other
Aaron_Whitefield,,0.999680519,1.58E-06,7.38E-06,0.00031052,White,White
Abraham_Almonte,,3.94E-06,0.999563277,0.000325296,0.000107453,Black,Black
Abraham_Toro,,0.0182306,0.00792066,0.248304142,0.72554455,Other,Other
Adalberto_Mondesi,,0.002947884,0.081388958,0.737635152,0.178027998,Asian,Black
Adam_Cimber,,0.998336494,3.30E-05,1.37E-05,0.001616845,White,White
Adam_Duvall,,0.797203124,2.46E-05,0.003795031,0.198977284,White,White
Adam_Engel,,0.998638451,3.59E-07,2.31E-05,0.001338185,White,White
Adam_Frazier,,0.934062064,3.29E-05,0.000378452,0.065526561,White,White
Adam_Haseley,,0.716467321,2.51E-05,0.001289708,0.282217856,White,White
Adam_Kolarek,,0.997320712,4.17E-07,3.35E-05,0.002645351,White,White
Adam_Oller,,0.981003284,4.15E-06,0.000154992,0.018837622,White,White
Adam_Ottavino,,0.953240514,9.66E-07,7.30E-05,0.046685532,White,White
Adam_Wainwright,,0.969756365,6.28E-06,0.000287745,0.029949571,White,White
Adbert_Alzolay,,0.031255677,0.003257153,0.546275836,0.41921136,Asian,Other
Adley_Rutschman,,0.999364913,1.27E-07,4.87E-05,0.00058627,White,White
Adolis_García,,3.67E-05,0.995132267,0.004442523,0.000388426,Black,Black
Adonis_Medina,,0.006064833,0.114056103,0.441985516,0.437893568,Asian,Other
Adrian_Houser,,0.998960257,1.06E-07,2.36E-05,0.001015977,White,White
Adrian_Morejon,,0.854012012,2.90E-06,0.02105049,0.124934597,White,White
Adrian_Sampson,,0.99803108,1.35E-06,0.000128145,0.001839393,White,White
Adrián_Martínez,,0.647240818,0.000850489,0.054813702,0.297094975,White,Other
AJ_Pollock,,0.96432054,1.61E-06,9.76E-05,0.035580261,White,White
Akil_Baddoo,,2.36E-07,0.999940991,4.44E-05,1.44E-05,Black,Black
Alan_Trejo,,0.179171741,0.000580863,0.004603844,0.815643497,Other,Other
Albert_Abreu,,0.002828883,0.599532723,0.025628236,0.372010155,Black,Other
Albert_Almora Jr.,,0.69147259,2.02E-05,0.004174945,0.304332182,White,White
Albert_Pujols,,0.003789391,0.205406308,0.528163513,0.262640823,Asian,Other
Alcides_Escobar,,4.92E-06,0.994953096,0.004741529,0.000300469,Black,Black
Alec_Bohm,,0.976961911,5.37E-06,0.001143006,0.02188976,White,White
Alec_Burleson,,0.993789136,1.54E-05,4.37E-05,0.006151893,White,White
Alec_Mills,,0.648076892,5.50E-06,0.349609395,0.002308222,White,White
Aledmys_Díaz,,0.697473824,0.000297033,0.041329481,0.260899656,White,Other
Alejandro_Kirk,,0.612311125,6.95E-05,0.248247104,0.139372207,White,White
Alejo_Lopez,,0.806953609,1.56E-05,0.002728347,0.190302404,White,Other
Alek_Manoah,,0.078341179,0.000694172,0.022697623,0.898267107,Other,Other
Alek_Thomas,,0.062448315,0.000188172,0.00795841,0.929405134,Other,Other
Alexis_Díaz,,2.66E-05,0.9644261,0.033878107,0.001669233,Black,Black
Alex_Bregman,,0.999350369,2.85E-07,0.000155855,0.000493618,White,White
Alex_Call,,0.686063588,0.00037636,0.027521134,0.28603888,White,White
Alex_Claudio,,0.718147397,0.000501994,0.006250977,0.27509965,White,Other
Alex_Cobb,,0.99909687,1.53E-06,4.27E-05,0.000859078,White,White
Alex_Colomé,,0.000254081,0.938744843,0.044617317,0.01638371,Black,Black
Alex_Dickerson,,0.93078649,9.04E-06,0.003240467,0.065963954,White,White
Alex_Faedo,,0.069385886,0.004153574,0.028099038,0.898361443,Other,White
Alex_Jackson,,0.22942768,0.004671823,0.008344084,0.757556377,Other,White
Alex_Kirilloff,,0.407269567,0.000210489,0.003070927,0.589449078,Other,White
Alex_Lange,,0.99968636,4.14E-08,1.27E-06,0.000312353,White,White
Alex_Verdugo,,0.939973593,2.71E-05,0.000902461,0.059096721,White,White
Alex_Vesia,,0.588489652,1.08E-05,0.005134644,0.406364948,White,White
Alex_Wells,,0.99890852,1.84E-06,4.92E-05,0.001040397,White,White
Alex_Wood,,0.997165024,3.90E-07,5.21E-06,0.002829317,White,White
Alex_Young,,0.998001039,7.55E-07,8.84E-06,0.00198952,White,White
Alfonso_Rivas,,0.815822005,1.40E-05,0.000484085,0.183679987,White,Other
Amed_Rosario,,0.000509024,0.931742191,0.01077809,0.056970701,Black,Black
Amir_Garrett,,0.000475674,0.365945756,0.59787048,0.035708062,Asian,Black
Anderson_Espinoza,,0.001842166,0.031127652,0.875881584,0.091148702,Asian,Other
Anderson_Severino,,1.50E-05,0.993684232,0.005853587,0.000447175,Black,Black
Andrelton_Simmons,,0.072891876,0.071334004,0.138286944,0.717487236,Other,White
Andres_Machado,,0.011568864,0.000645453,0.04109034,0.946695354,Other,Other
Andrew_Bellatti,,0.995076478,4.87E-06,0.00026189,0.004656822,White,White
Andrew_Benintendi,,0.987392843,3.51E-06,0.000164747,0.012438924,White,White
Andrew_Chafin,,0.996273398,3.35E-07,1.39E-05,0.003712305,White,White
Andrew_Heaney,,0.974006116,7.15E-06,3.46E-05,0.025952155,White,White
Andrew_Kittredge,,0.994591892,4.00E-07,0.000288816,0.005118898,White,White
Andrew_Knapp,,0.994677782,1.66E-06,0.001953274,0.003367321,White,White
Andrew_Knizner,,0.999825656,1.32E-07,1.74E-05,0.000156933,White,White
Andrew_McCutchen,,6.35E-08,0.999948144,4.76E-05,4.21E-06,Black,Black
Andrew_Nardi,,0.135830253,0.000189045,0.30060494,0.563375778,Other,White
Andrew_Vasquez,,0.416753739,0.000205853,0.016532212,0.56650817,Other,Other
Andrew_Vaughn,,0.995237589,1.15E-06,0.002347387,0.002413806,White,White
Andrew_Velazquez,,0.833697021,8.99E-06,0.000874585,0.165419366,White,Other
Andrew_Wantz,,0.991200745,3.11E-05,0.000104671,0.008663535,White,White
Andre_Jackson,,6.95E-05,0.786687613,0.204243214,0.008999741,Black,Black
Andre_Pallante,,0.999612629,9.19E-08,2.74E-05,0.000359927,White,White
Andrés_Giménez,,0.089746922,0.02854394,0.114896335,0.766812839,Other,Other
Andrés_Muñoz,,0.026453247,0.022980766,0.470586199,0.479979866,Other,Other
Andy_Ibáñez,,5.78E-05,0.976033092,0.015203306,0.008705759,Black,Black
Aneurys_Zabala,,0.008354838,0.858467937,0.04058273,0.092594462,Black,Black
Angel_De Jesus,,7.77E-06,0.999048293,0.000360807,0.000582972,Black,Black
Angel_Rondón,,0.000145672,0.777026296,0.195879588,0.026948498,Black,Black
Angel_Zerpa,,0.001664364,0.007704956,0.919540391,0.071090165,Asian,Other
Anthony_Alford,,7.62E-08,0.999959469,3.38E-05,6.69E-06,Black,Black
Anthony_Banda,,0.107363649,0.000507094,0.083907297,0.808221998,Other,White
Anthony_Bass,,0.934595764,1.29E-05,0.000262905,0.065128594,White,White
Anthony_Bemboom,,0.98356837,9.25E-06,0.000312783,0.016109607,White,White
Anthony_Bender,,0.988640785,4.23E-06,0.000335796,0.011019248,White,White
Anthony_Castro,,3.64E-05,0.974515617,0.019461279,0.005986642,Black,Black
Anthony_DeSclafani,,0.999902725,2.06E-07,5.52E-06,9.15E-05,White,White
Anthony_Gose,,0.023798672,0.119441539,0.052799603,0.803960222,Other,Other
Anthony_Kay,,0.928307116,1.91E-05,0.006509882,0.06516397,White,White
Anthony_Misiewicz,,0.997861087,9.30E-07,1.91E-05,0.00211892,White,White
Anthony_Rendon,,0.367771536,0.000423703,0.017263833,0.614540964,Other,White
Anthony_Rizzo,,0.853733242,8.57E-06,0.092754233,0.053503989,White,White
Anthony_Santander,,0.019917931,0.027431758,0.017453946,0.935196337,Other,Other
Antonio_Senzatela,,0.060145695,0.001499078,0.031051312,0.907303944,Other,Other
Aníbal_Sánchez,,0.602857709,0.000148726,0.037370296,0.359623291,White,Other
Aramis_Garcia,,0.781775832,0.000463423,0.002604796,0.215155911,White,Other
Archie_Bradley,,0.997353554,1.16E-06,9.55E-06,0.002635775,White,White
Aristides_Aquino,,4.61E-07,0.999923348,6.77E-05,8.55E-06,Black,Black
Arodys_Vizcaíno,,5.72E-06,0.999647021,0.000235378,0.000111859,Black,Black
Aroldis_Chapman,,1.34E-05,0.996048748,0.003204938,0.000732888,Black,Black
Art_Warren,,0.125342667,0.0202702,0.03744407,0.816943023,Other,White
Ashton_Goudeau,,0.999371946,1.19E-07,7.28E-06,0.000620697,White,White
Austin_Adams,,0.840200067,2.05E-05,0.000182318,0.159597002,White,White
Austin_Allen,,0.994502068,5.69E-06,0.00195241,0.003539862,White,White
Austin_Barnes,,0.26711598,0.000239082,0.028311908,0.704333004,Other,White
Austin_Brice,,0.999882817,3.77E-08,5.49E-06,0.000111718,White,White
Austin_Davis,,0.51112932,3.14E-06,0.010157101,0.47871045,White,White
Austin_Dean,,0.765792251,4.82E-05,0.004002701,0.230156824,White,White
Austin_Gomber,,0.960232675,1.94E-06,0.000133547,0.039631842,White,White
Austin_Hays,,0.766339064,5.83E-06,0.001687916,0.231967237,White,White
Austin_Hedges,,0.382346809,4.74E-05,0.169102794,0.44850295,Other,White
Austin_Meadows,,0.998737156,1.43E-07,3.31E-05,0.001229592,White,White
Austin_Nola,,0.998787105,2.59E-07,1.37E-05,0.001198897,White,White
Austin_Pruitt,,0.994619608,1.53E-06,4.34E-05,0.005335403,White,White
Austin_Riley,,0.965723753,1.29E-05,0.000299331,0.033964041,White,White
Austin_Romine,,0.913072407,9.49E-05,0.005703588,0.081129219,White,White
Austin_Slater,,0.989752531,6.49E-07,0.000163741,0.010083115,White,White
Austin_Voth,,0.99653542,1.64E-07,7.37E-05,0.003390735,White,White
Austin_Warren,,0.984906137,3.29E-05,0.000384961,0.014676044,White,White
Austin_Wynns,,0.978982449,6.42E-06,0.000117131,0.020893969,White,White
Avisaíl_García,,0.050357878,0.00046352,0.773044853,0.176133748,Asian,Other
Bailey_Falter,,0.998906136,4.49E-07,0.000165673,0.000927867,White,White
Bailey_Ober,,0.99485898,1.30E-06,4.99E-05,0.005089895,White,White
Beau_Brieske,,0.975855589,9.36E-07,9.36E-05,0.02404982,White,White
Beau_Sulser,,0.930435777,1.51E-05,0.000918515,0.068630559,White,White
Bennett_Sousa,,0.037134245,1.92E-06,0.000145113,0.962718662,Other,White
Ben_DeLuzio,,0.022236215,0.000371213,0.631161708,0.34623096,Asian,White
Ben_Gamel,,0.999831676,2.42E-07,6.17E-06,0.000161866,White,White
Billy_Hamilton,,0.001704509,0.754854143,0.1115719,0.131869513,Black,Black
Billy_McKinney,,0.83671838,4.91E-06,0.11121534,0.052061382,White,White
Blake_Snell,,0.733011425,3.68E-05,0.00576911,0.261182653,White,White
Blake_Taylor,,0.950572908,5.58E-07,0.000217587,0.049208949,White,White
Blake_Treinen,,0.997029901,3.41E-07,0.000138725,0.002830995,White,White
Bligh_Madris,,0.128785789,0.000207069,0.007785157,0.863221969,Other,Other
Bobby_Bradley,,7.47E-05,0.966828704,0.02692634,0.006170382,Black,Black
Bobby_Dalbec,,0.315734714,3.67E-05,0.006315634,0.677912924,Other,White
Bobby_Witt Jr.,,0.999597847,3.01E-07,8.85E-05,0.000313389,White,White
Bowden_Francis,,0.9812029,4.02E-06,0.000192585,0.018600547,White,White
Bo_Bichette,,0.009537238,0.001788373,0.884310684,0.104363712,Asian,White
Bo_Naylor,,0.00342143,0.233456701,0.528572022,0.234549902,Asian,Other
Bradley_Zimmer,,0.987474322,2.91E-06,4.85E-05,0.012474244,White,White
Brady_Singer,,0.9965958,1.87E-06,0.001926758,0.0014756,White,White
Brad_Boxberger,,0.999787629,2.49E-07,1.25E-05,0.000199667,White,White
Brad_Hand,,0.206152603,0.000664348,0.066613237,0.726569787,Other,White
Brad_Keller,,0.997013927,8.55E-07,3.94E-05,0.002945805,White,White
Brad_Miller,,0.991570234,1.15E-06,2.12E-05,0.008407272,White,White
Brandon_Belt,,0.400708884,0.007195014,0.023297855,0.568798248,Other,White
Brandon_Bielak,,0.991646588,1.56E-06,6.90E-05,0.008282955,White,White
Brandon_Crawford,,0.870527923,4.76E-05,0.000754802,0.128669724,White,White
Brandon_Dixon,,0.999674916,1.38E-07,5.16E-05,0.000273339,White,White
Brandon_Drury,,0.987866521,1.02E-05,0.000536558,0.011586515,White,White
Brandon_Hughes,,0.999530673,8.54E-07,2.17E-05,0.00044688,White,White
Brandon_Lowe,,0.993842244,1.34E-05,7.05E-05,0.00607374,White,White
Brandon_Marsh,,0.993541121,1.77E-05,0.000245184,0.006196008,White,White
Brandon_Nimmo,,0.977050781,2.53E-05,0.000982682,0.021941287,White,White
Brandon_Woodruff,,0.99833554,8.22E-06,0.000588428,0.001067861,White,White
Braxton_Garrett,,0.998968005,2.08E-07,3.95E-05,0.000992235,White,White
Brayan_Bello,,9.30E-06,0.989848971,0.007381441,0.002760225,Black,Black
Brendan_Donovan,,0.998533726,4.27E-06,6.20E-06,0.001455789,White,White
Brendan_Rodgers,,0.729917467,5.83E-06,0.000254039,0.269822644,White,White
Brendon_Davis,,2.47E-07,0.999883771,8.09E-05,3.51E-05,Black,Black
Brendon_Little,,0.155123889,0.001933652,0.008378616,0.834563853,Other,White
Brennan_Bernardino,,0.036389604,0.005381426,0.082410549,0.87581841,Other,Other
Brent_Rooker,,0.891864419,1.29E-06,0.000112414,0.108021888,White,White
Brent_Suter,,0.891859353,1.57E-05,0.001588773,0.106536107,White,White
Brett_Baty,,0.998890817,9.55E-07,0.000838234,0.000270007,White,White
Brett_Martin,,0.212553129,3.23E-05,0.00252417,0.784890428,Other,White
Brett_Phillips,,0.993387938,1.53E-05,0.000400314,0.006196446,White,White
Brewer_Hicklen,,0.999909878,9.54E-08,2.25E-06,8.78E-05,White,White
Brian_Anderson,,0.940825284,1.03E-06,0.000131071,0.059042587,White,White
Brian_Moran,,0.997997344,5.46E-07,0.000229173,0.001773021,White,White
Brian_O'Keefe,,0.999296069,1.20E-07,8.38E-06,0.000695399,White,White
Brian_Serven,,0.997087181,6.82E-07,5.25E-05,0.002859558,White,White
Brock_Burke,,0.845340192,9.73E-06,0.004510494,0.150139605,White,White
Brooks_Raley,,0.904091954,9.69E-05,0.002969243,0.092841913,White,White
Bruce_Zimmermann,,0.99266547,1.08E-05,5.95E-05,0.007264246,White,White
Brusdar_Graterol,,0.008955166,0.085290283,0.120977414,0.784777139,Other,Other
Bryan_Abreu,,0.008345184,0.058691788,0.231899608,0.701063461,Other,Other
Bryan_Baker,,0.948048294,1.75E-05,0.001367913,0.050566316,White,White
Bryan_De La Cruz,,5.12E-05,0.992412269,0.004486002,0.003050597,Black,Black
Bryan_Garcia,,0.998942673,5.39E-07,5.83E-06,0.001050967,White,Other
Bryan_Hoeing,,0.976170421,4.00E-06,0.000161344,0.023664168,White,White
Bryan_Lavastida,,0.718542755,0.005147058,0.005856963,0.270453252,White,Other
Bryan_Reynolds,,0.979379773,2.57E-06,0.000594074,0.020023625,White,White
Bryan_Shaw,,0.977250636,6.00E-05,0.007254437,0.015434884,White,White
Bryce_Elder,,0.998814583,4.93E-07,3.32E-05,0.001151754,White,White
Bryce_Harper,,0.998350263,1.85E-06,8.11E-06,0.001639873,White,White
Bryce_Johnson,,0.999806941,3.21E-07,1.67E-05,0.000176087,White,White
Bryce_Montes de Oca,,0.60422045,0.00023674,0.004277108,0.391265636,White,White
Bryse_Wilson,,0.99908483,2.90E-07,7.05E-06,0.000907745,White,White
Bryson_Stott,,0.988331139,1.49E-05,8.70E-05,0.011567044,White,White
Bubba_Thompson,,0.009574349,0.144364014,0.354708051,0.491353549,Other,Black
Buck_Farmer,,0.921159685,0.000243527,0.001745597,0.076851214,White,White
Buddy_Kennedy,,0.996031106,4.20E-07,3.57E-05,0.003932741,White,White
Byron_Buxton,,0.000296463,0.931020379,0.00354046,0.065142645,Black,Black
C.J._Cron,,0.967979491,2.17E-05,0.001060636,0.03093811,White,White
Cade_Cavalli,,0.986541271,1.12E-05,0.000168475,0.013278966,White,White
Caleb_Ferguson,,0.917496383,3.66E-05,0.000975779,0.081491305,White,White
Caleb_Hamilton,,0.983434975,6.28E-06,0.004925716,0.011632975,White,White
Caleb_Kilian,,0.999735177,1.36E-07,3.19E-05,0.000232743,White,White
Caleb_Smith,,0.832917213,5.05E-06,0.000938527,0.166139177,White,White
Caleb_Thielbar,,0.996370077,8.78E-07,0.000138398,0.003490655,White,White
Calvin_Faucher,,0.996011615,1.12E-07,1.65E-05,0.003971713,White,White
Cal_Mitchell,,0.039155018,0.011478133,0.108844087,0.840522732,Other,Other
Cal_Quantrill,,0.961884141,4.34E-06,0.000117208,0.03799433,White,White
Cal_Raleigh,,0.991522312,2.01E-07,0.000176701,0.008300776,White,White
Cal_Stevenson,,0.598253548,0.000206409,0.030191815,0.371348235,White,White
Camilo_Doval,,0.000399975,0.955411553,0.010112323,0.034076141,Black,Black
Cam_Alldred,,0.989193261,9.34E-07,0.000185783,0.010619952,White,White
Cam_Gallagher,,0.828343749,7.90E-06,0.001345947,0.170302302,White,White
Cam_Vieaux,,0.998553693,1.10E-06,6.48E-05,0.001380295,White,White
Canaan_Smith-Njigba,,0.001423758,0.927414298,0.004865551,0.066296437,Black,Black
Carlos_Carrasco,,0.012111648,0.006503299,0.05228906,0.929095985,Other,Other
Carlos_Correa,,0.030909978,0.003220049,0.189494759,0.776375215,Other,Other
Carlos_Estévez,,0.004880946,0.074209198,0.517197397,0.403712474,Asian,Other
Carlos_Hernández,,0.002479307,0.003871524,0.957144038,0.036505119,Asian,Other
Carlos_Pérez,,0.001156169,0.020475309,0.914334748,0.064033743,Asian,Other
Carlos_Rodón,,0.420570105,0.000658396,0.018709843,0.560061663,Other,Other
Carlos_Santana,,0.000177306,0.942329228,0.046511289,0.010982179,Black,Black
Carl_Edwards Jr.,,0.000243138,0.937504888,0.054613771,0.007638238,Black,Black
Carson_Kelly,,0.818364024,0.000331832,0.007113224,0.174190857,White,White
Casey_Lawrence,,0.171128616,0.000857391,0.004510067,0.823503952,Other,White
Casey_Mize,,0.999832153,6.48E-08,7.65E-06,0.000160012,White,White
Cavan_Biggio,,0.323415369,0.00018466,0.020899755,0.655500231,Other,White
Cedric_Mullins,,6.20E-07,0.999719679,0.000212214,6.76E-05,Black,Black
Chadwick_Tromp,,0.000560137,0.002430577,0.961063905,0.035945394,Asian,Other
Chad_Green,,0.998570085,4.09E-07,1.72E-05,0.001412319,White,White
Chad_Kuhl,,0.984894574,2.50E-06,3.55E-05,0.015067407,White,White
Chad_Pinder,,0.588814199,0.000579392,0.009800102,0.400806349,White,White
Chad_Smith,,0.590229511,1.35E-05,0.000461711,0.409295304,White,White
Chad_Wallach,,0.999939799,2.42E-07,6.34E-06,5.36E-05,White,White
Charles_Leblanc,,0.815389633,4.01E-06,0.000133571,0.184472749,White,White
Charlie_Blackmon,,0.741630733,6.93E-07,9.86E-05,0.25827001,White,White
Charlie_Culberson,,0.938371658,7.86E-05,0.00028653,0.061263271,White,White
Charlie_Morton,,0.635405898,4.25E-05,0.003178343,0.361373316,White,White
Chasen_Shreve,,0.987385035,6.51E-05,0.000708437,0.011841436,White,White
Chase_Anderson,,0.999045193,6.72E-07,8.50E-06,0.000945603,White,White
Chase_De Jong,,0.897988975,5.11E-06,0.002407124,0.099598721,White,White
Chase_Silseth,,0.946694076,3.87E-05,0.000661308,0.052605961,White,White
Chas_McCormick,,0.994828522,8.06E-07,1.55E-05,0.00515522,White,White
Chi_Chi González,,0.058555141,0.059098348,0.449787784,0.432558736,Asian,White
Christian_Arroyo,,0.992612183,7.42E-06,0.0001362,0.007244268,White,White
Christian_Bethancourt,,0.004260791,0.041012205,0.388833453,0.565893587,Other,Black
Christian_Lopes,,0.129099846,0.000568619,0.261148615,0.609182839,Other,Other
Christian_Vázquez,,0.561541855,0.003005503,0.364653428,0.070799153,White,White
Christian_Walker,,0.997692943,2.31E-07,1.19E-05,0.002294938,White,White
Christian_Yelich,,0.378566176,0.001164548,0.051776066,0.568493247,Other,White
Christopher_Morel,,0.015555036,0.072365776,0.344262727,0.567816474,Other,Other
Chris_Archer,,0.033844322,0.000898557,0.27632899,0.68892817,Other,Other
Chris_Bassitt,,0.997679532,3.22E-07,1.73E-05,0.002302856,White,White
Chris_Devenski,,0.999844074,1.36E-07,9.19E-06,0.000146606,White,White
Chris_Ellis,,0.998369396,1.37E-06,2.24E-05,0.001606872,White,White
Chris_Flexen,,0.9210006,2.22E-05,0.028682005,0.050295115,White,White
Chris_Martin,,0.968874097,5.96E-06,0.001909882,0.029210058,White,White
Chris_Mazza,,0.934801102,4.84E-05,0.0002067,0.064943768,White,White
Chris_Okey,,0.974999011,7.20E-06,6.46E-05,0.024929154,White,White
Chris_Owings,,0.999933243,3.47E-08,3.85E-06,6.29E-05,White,White
Chris_Paddack,,0.997656941,4.20E-06,3.91E-05,0.00229985,White,White
Chris_Sale,,0.999674559,2.49E-08,2.00E-06,0.000323489,White,White
Chris_Stratton,,0.999586403,1.32E-07,2.09E-06,0.000411281,White,White
Chris_Taylor,,0.930404067,2.14E-05,0.001041791,0.06853275,White,White
Chuckie_Robinson,,2.19E-05,0.994698524,0.00346031,0.001819059,Black,Black
Cionel_Pérez,,0.19828929,0.001299857,0.022598082,0.777812719,Other,Other
CJ_Abrams,,1.33E-05,0.988909423,0.007715137,0.003362065,Black,Black
Clarke_Schmidt,,0.991084218,1.26E-06,0.000504271,0.008410354,White,White
Clayton_Kershaw,,0.993270695,5.82E-06,0.00166781,0.005055772,White,White
Clay_Holmes,,0.959306777,8.45E-07,8.12E-05,0.040611196,White,White
Clint_Frazier,,0.999928832,7.47E-07,8.14E-06,6.23E-05,White,White
Cody_Bellinger,,0.985266149,3.13E-06,0.000215795,0.014515002,White,White
Cody_Morris,,0.850504875,5.29E-06,0.000866939,0.148622848,White,White
Cody_Poteet,,0.776751935,1.17E-05,0.002274925,0.22096138,White,White
Cody_Sedlock,,0.994076252,3.03E-06,0.000177727,0.005742946,White,White
Cody_Stashak,,0.990480483,5.37E-07,0.000110322,0.00940868,White,White
Cody_Thomas,,0.988564312,1.26E-05,7.26E-05,0.011350555,White,White
Cole_Irvin,,0.997878075,1.66E-06,0.000238681,0.00188157,White,White
Cole_Ragans,,0.996738493,7.93E-08,9.22E-06,0.00325214,White,White
Cole_Sands,,0.98192811,3.04E-06,4.99E-05,0.018018889,White,White
Cole_Sulser,,0.512504518,2.09E-05,0.002948644,0.484525874,White,White
Cole_Tucker,,0.210757151,0.000502849,0.004681675,0.784058386,Other,White
Cole_Waites,,0.999442041,1.75E-07,5.47E-06,0.000552269,White,White
Colin_Holderman,,0.995235026,1.22E-07,1.75E-05,0.004747461,White,White
Colin_Moran,,0.999631524,3.16E-07,8.37E-06,0.000359818,White,White
Colin_Poche,,0.986091316,1.01E-06,3.08E-05,0.013876896,White,White
Collin_McHugh,,0.998836339,2.18E-06,4.12E-05,0.001120327,White,White
Collin_Snider,,0.999852061,2.88E-08,2.00E-06,0.000145828,White,White
Collin_Wiles,,0.998167038,9.66E-07,1.50E-05,0.001816937,White,White
Conner_Capel,,0.999309182,1.44E-06,5.67E-05,0.000632687,White,White
Conner_Menez,,0.998571396,9.63E-06,1.55E-05,0.001403523,White,White
Connor_Brogdon,,0.877920628,5.81E-06,0.001175785,0.12089779,White,White
Connor_Joe,,0.003022697,0.000150637,0.994607601,0.002219041,Asian,Asian
Connor_Overton,,0.978520095,2.46E-06,5.40E-05,0.021423487,White,White
Connor_Sadzeck,,0.995362103,1.20E-06,0.000180317,0.004456421,White,White
Connor_Seabold,,0.96528995,4.77E-06,0.000258559,0.03444685,White,White
Connor_Wong,,0.645399094,0.000244797,0.012073037,0.342283126,White,White
Cooper_Criswell,,0.990610301,1.86E-06,0.000186487,0.009201341,White,White
Cooper_Hummel,,0.933305144,2.43E-05,0.000331484,0.066339208,White,White
Corbin_Burnes,,0.982253253,8.12E-06,0.000244697,0.017493873,White,White
Corbin_Carroll,,0.379135132,0.000175872,0.159732579,0.460956365,Other,White
Corbin_Martin,,0.999845028,4.20E-08,3.02E-06,0.000151874,White,White
Corey_Dickerson,,0.999337614,2.78E-07,0.000106204,0.000555843,White,White
Corey_Kluber,,0.994741321,4.97E-06,0.00038126,0.004872446,White,White
Corey_Knebel,,0.997800171,5.25E-07,0.000155265,0.002044035,White,White
Corey_Seager,,0.80709362,5.68E-05,0.006444328,0.186405235,White,White
Cory_Abbott,,0.888899624,4.26E-05,0.001703397,0.109354332,White,White
Cory_Spangenberg,,0.923799872,5.22E-05,0.000939007,0.075208919,White,White
Craig_Kimbrel,,0.991841435,1.27E-05,0.002474748,0.005671142,White,White
Craig_Stammen,,0.847228527,0.000160468,0.002860291,0.149750669,White,White
Cristian_Javier,,2.16E-06,0.999849081,9.66E-05,5.21E-05,Black,Black
Cristian_Pache,,0.001761741,0.861845255,0.069864352,0.066528684,Black,Black
Cristofer_Ogando,,0.000792087,0.87106365,0.026532296,0.101611957,Black,Black
Cristopher_Sánchez,,9.35E-05,0.558212519,0.436598619,0.005095374,Black,Black
Curt_Casali,,0.998991072,6.27E-07,7.16E-06,0.001001106,White,White
César_Hernández,,0.001705893,0.000778569,0.98841565,0.009099945,Asian,Other
César_Valdez,,0.001917578,0.58301276,0.393138552,0.021931066,Black,Other
Dairon_Blanco,,1.31E-05,0.99766314,0.001663736,0.00065998,Black,Black
Dakota_Hudson,,0.682397246,5.91E-05,0.004518393,0.313025258,White,White
Dallas_Keuchel,,0.297979534,0.001805055,0.004645039,0.695570379,Other,White
Dalton_Guthrie,,0.327763289,0.000316439,0.005502785,0.666417501,Other,White
Damon_Jones,,0.999178588,4.81E-07,0.000343282,0.000477708,White,White
Dane_Dunning,,0.002952151,1.59E-05,0.992889633,0.004142321,Asian,Asian
Daniel_Bard,,0.977505744,3.47E-06,0.015749874,0.00674091,White,White
Daniel_Castano,,0.870775163,3.01E-05,0.004443717,0.124751043,White,White
Daniel_Duarte,,0.017946545,0.000706873,0.037049031,0.944297621,Other,White
Daniel_Hudson,,0.858136594,3.88E-05,0.001643691,0.140180807,White,White
Daniel_Lynch,,0.997354746,5.16E-07,1.72E-05,0.002627514,White,White
Daniel_Mengden,,0.98487401,2.31E-06,5.50E-05,0.015068855,White,White
Daniel_Norris,,0.999047935,4.56E-07,1.22E-05,0.000939418,White,White
Daniel_Vogelbach,,0.881845832,7.05E-06,0.019020162,0.099126961,White,White
Danny_Coulombe,,0.998925984,3.62E-08,1.79E-05,0.001056204,White,White
Danny_Jansen,,0.999685526,4.01E-07,3.95E-05,0.000274684,White,White
Danny_Mendick,,0.919841349,1.08E-05,0.000121367,0.080026416,White,White
Danny_Young,,0.251923561,0.000189891,0.019986708,0.727899883,Other,White
Dansby_Swanson,,0.990929663,2.28E-06,2.95E-05,0.009038545,White,White
