First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Filler,Image
marco,odermatt,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/marco_odermatt.jpg
stefania,constantini,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/stefania_constantini.jpg
stefan,kraft,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/stefan_kraft.jpg
rebecca,johnston,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/rebecca_johnston.jpg
birk,ruud,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/birk_ruud.jpg
ayumu,hirano,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/ayumu_hirano.jpg
cong,han,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/cong_han.jpg
ester,ledecka,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/ester_ledecka.jpg
michael,matt,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/michael_matt.jpg
ryan,regez,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/ryan_regez.jpg
bart,swings,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/bart_swings.jpg
dajing,wu,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/dajing_wu.jpg
marie-philip,poulin,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/marie-philip_poulin.jpg
ashley,caldwell,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/ashley_caldwell.jpg
gabriella,papadakis,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/gabriella_papadakis.jpg
hannah,neise,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/hannah_neise.jpg
corinne,suter,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/corinne_suter.jpg
kamila,valiyeva,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/kamila_valiyeva.jpg
eve,muirhead,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/eve_muirhead.jpg
marius,lindvik,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/marius_lindvik.jpg
anna,shcherbakova,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/anna_shcherbakova.jpg
niklas,edin,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/niklas_edin.jpg
kaillie,humphries,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/kaillie_humphries.jpg
hanna,oeberg,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/hanna_oeberg.jpg
sara,hector,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/sara_hector.jpg
guillaume,cizeron,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/guillaume_cizeron.jpg
wenjing,sui,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/wenjing_sui.jpg
maja,dahlqvist,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/maja_dahlqvist.jpg
emilien,jacquelin,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/emilien_jacquelin.jpg
wolfgang,kindl,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/wolfgang_kindl.jpg
patrick,roest,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/patrick_roest.jpg
johannes,lochner,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/johannes_lochner.jpg
anais,chevalier,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/anais_chevalier.jpg
florian,bauer,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/florian_bauer.jpg
lorenz,koller,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/lorenz_koller.jpg
jessica,diggins,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/jessica_diggins.jpg
kerttu,niskanen,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/kerttu_niskanen.jpg
francesca,lollobrigida,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/francesca_lollobrigida.jpg
omar,visintin,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/omar_visintin.jpg
thomas,steu,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/thomas_steu.jpg
aleksander,aamodt,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/aleksander_aamodt.jpg
wendy,holdener,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/wendy_holdener.jpg
eliot,grondin,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/eliot_grondin.jpg
elana,meyers,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/elana_meyers.jpg
federica,brignone,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/federica_brignone.jpg
madison,hubbell,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/madison_hubbell.jpg
zachary,donohue,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/zachary_donohue.jpg
mikael,kingsbury,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/mikael_kingsbury.jpg
zan,kranjec,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/zan_kranjec.jpg
scotty,james,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/scotty_james.jpg
sascha,benecken,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/sascha_benecken.jpg
