First Name,Last Name,Score,Prob,ProbAlt,Race,Alt
andre,de,4.061939395527569,0.6000438900621321,0.7580258334563987,Black,White
margaret,mac,0.3053341483979912,0.4173634311146146,0.8421574981512306,White,Asian
joshua,kiprui,0.9260079099561533,0.4582945096054546,0.7574279120598519,Black,White
akira,sone,14.264686678668836,0.8868960903238365,0.9581656328158527,Asian,Black
sofiya,velikaya,11.474767247932673,0.838923787251904,0.8855378248708665,White,Asian
rai,benjamin,3.7184272919887156,0.5850614210381078,0.7568954665493149,Black,Asian
yuan,cao,53.78637497086105,0.9727340270379703,0.9868888242142025,Asian,Other
rebeca,andrade,23.69666277197625,0.9418978253596417,0.9673823325432085,Other,Black
hifumi,abe,28.72563831031407,0.9455741084044578,0.9797440849597544,Asian,Black
dalilah,muhammad,4.967759637218949,0.6310118800196252,0.9029491841062532,Asian,Black
inna,deriglazova,25.422415041080317,0.9435683027954486,0.9692258016220844,White,Other
jason,kenny,3.7953942988949816,0.5873795902037471,0.9164981120567399,White,Black
kristof,kristof,30.373016880600993,0.9481513763403282,0.9868888242142025,White,Asian
uta,abe,15.361287323749563,0.8993047206192396,0.9231478453995255,Asian,White
takanori,nagase,34.02223754309478,0.9495590888009305,0.9868888242142025,Asian,Black
laura,kenny,5.7735027406061805,0.6681619666291494,0.9351654490094308,White,Black
xin,xu,62.56020623103769,0.9727340270379703,0.9868888242142025,Asian,Other
isabell,werth,9.095743417235042,0.7816681502280561,0.8882189774700027,White,Black
zhendong,fan,44.98103937970194,0.9727340270379703,0.9868888242142025,Asian,White
belinda,bencic,32.09258425530114,0.9493373429443046,0.9868888242142025,White,Other
aaron,wolf,13.265624855047088,0.8713723028132456,0.914056387535528,White,Asian
shohei,ono,32.35630175152584,0.9493971395797993,0.9800238177557528,Asian,White
shelly-ann,fraser-pryce,4.056485454168722,0.5997625226961357,0.8790287612127081,Black,White
denis,ablyazin,7.4234434140497925,0.7283552341674548,0.9151326365626371,White,Black
brianna,throssell,1.924315135475179,0.5076277945373897,0.9003043812607056,White,Black
shericka,jackson,21.17713357747625,0.9345284492053518,0.9755582413432353,Black,White
nikita,nagornyy,7.49887629420096,0.7320570281499502,0.8624463996161015,White,Asian
angelina,melnikova,11.144173158010231,0.8339944915544101,0.9631590471974278,White,Other
larisa,korobeynikova,23.157177018990428,0.9413034891221267,0.975688621101598,White,Black
jessica,fox,4.175591701437067,0.6055817458520054,0.8303094297445864,White,Black
emily,seebohm,7.299772750488837,0.7250128934971986,0.8999379377636999,White,Asian
jingyuan,zou,40.592095023705326,0.9727340270379703,0.9868888242142025,Asian,Black
thomas,daley,6.529154156510511,0.6996589448528224,0.9537424847622307,White,Black
danuta,kozak,24.794896914994407,0.942451784601553,0.9834563209849776,White,Asian
izaac,stubblety-cook,0.7241080726373227,0.4457827187638479,0.7548865292818701,White,Black
aron,szilagyi,23.968660262814517,0.9420957455455207,0.9793372008928478,White,Asian
madison,wilson,5.437208978882048,0.6560121049360185,0.9470428720456592,Black,White
teddy,riner,12.182281421054688,0.8523120544090675,0.8988441912225575,White,Black
allyson,felix,5.225541369994392,0.6460056552214,0.8466446902808182,Other,Black
david,belyavskiy,24.304601275346666,0.942276411576802,0.9687697664699636,White,Black
bakhodir,jalolov,37.40556675830266,0.9727340270379703,0.9868888242142025,White,Asian
soufiane,elbakkali,9.22637365289662,0.7865401081981505,0.9277573627267,White,Black
chase,kalisz,19.623230036173723,0.9312688799817936,0.9609735491388807,White,Asian
italo,ferreira,20.417465946375316,0.9335343267514121,0.9513549212481639,Other,White
ryutaro,umeno,11.555701931865823,0.8399019403939262,0.9465531646919157,Asian,Other
kahena,kunze,11.511366653541746,0.8393759335901577,0.9314455693475547,White,Black
jeahwan,shin,35.29177452686516,0.9595025950235656,0.9834563209849776,Asian,White
vladislav,larin,27.641970383565557,0.9454244202815454,0.9741148902907106,White,Other
emmanuel,kipkurui,23.81223829455253,0.941988537349497,0.9684191947166977,Black,Asian
diana,taurasi,7.091163924657671,0.7199445502142157,0.7797105478965276,White,Black
alexander,zverev,32.019870068119914,0.9493149192059942,0.9796932244513912,White,Asian
daniel,stahl,17.705536903840038,0.9199848334550385,0.9624947074174544,White,Other
linoy,ashram,13.862693410325045,0.8776771061137786,0.9440694350051821,Asian,White
sosuke,genda,8.152532156007762,0.7547356474995424,0.8975049337029972,Asian,Black
hayato,sakamoto,30.62120573459685,0.9484678002031539,0.9799475269932078,Asian,Black
suguru,iwazaki,27.018668984215672,0.9452286625531081,0.9767348784217933,Asian,Black
anders,berntsen,32.58998657884291,0.9494370040034623,0.9800238177557528,White,Black
jakob,ingebrigtsen,27.764432791482434,0.9454504518943695,0.978269130217218,White,Asian
enzo,lefort,4.162810408664731,0.6049889442441978,0.7560963861288374,White,Other
jade,carey,4.30790331611837,0.6113049554825114,0.92582276216535,Black,White
artur,dalaloyan,26.293412299949605,0.9447791156471576,0.9834563209849776,White,Asian
christine,sinclair,2.6448154477398345,0.5372553299655397,0.9158685373481068,Black,White
faith,chepngetich,7.012754092815195,0.7177494429300809,0.8697415315521113,Black,White
sakura,yosozumi,11.423148398712208,0.8382572978788165,0.907686451250102,Asian,White
nikola,karabatic,36.04557997240629,0.9694261690343691,0.9868888242142025,White,Black
viktoria,listunova,14.435427241460541,0.8898205168449285,0.9421290763018468,White,Other
dani,alves,3.9489889148560295,0.5939036351382737,0.7581105698206255,Other,White
sue,bird,6.803227701407535,0.7109666136100523,0.8264673053687236,White,Asian
ahmed,hafnaoui,20.790461792779396,0.9341159028479619,0.9638293202855958,White,Black
koyo,aoyagi,33.65322428216758,0.949541648115578,0.9868888242142025,Asian,Black
jerry,tuwai,0.8937645845144513,0.4562927328852922,0.7091953070153204,Black,White
hideto,asamura,16.96417341681323,0.9159276397729887,0.955623777280819,Asian,Black
momiji,nishiya,14.709254259849276,0.8935829809185815,0.9638144018643031,Asian,Black
kevin,durant,7.354029796183979,0.7261670334345632,0.9191307800913131,Black,White
hidilyn,diaz,29.700326132451718,0.9467635960915575,0.9868888242142025,Other,Asian
milica,mandic,30.860520307765984,0.9487094782716112,0.9800238177557528,White,Other
april,ross,3.164083125839663,0.5623195573546125,0.9310815745643098,Black,White
yang,liu,66.21052720225995,0.9727340270379703,0.9868888242142025,Asian,Black
primoz,roglic,34.6288197504066,0.9495740379598041,0.9834563209849776,White,Asian
miltiadis,tentoglou,7.562456149478162,0.7349676693976788,0.912239113161462,White,Black
yasuaki,yamasaki,45.710254853613954,0.9727340270379703,0.9868888242142025,Asian,White
florian,wellbrock,10.932831697869453,0.8298736768919399,0.9343476147575351,White,Black
hiromi,itoh,42.22941318819361,0.9727340270379703,0.9868888242142025,Asian,Black
hansle,parchment,5.211205786889067,0.6452491127226907,0.7583324970820271,Black,White
jolanda,neff,16.942326913797494,0.9157564753483556,0.9399615855912965,White,Other
woojin,kim,45.15775945670108,0.9727340270379703,0.9868888242142025,Asian,White
munetaka,murakami,30.68187137486587,0.9485325798916063,0.9776491463569793,Asian,Black
yuki,yanagita,36.417515128117,0.9694261690343691,0.9868888242142025,Asian,Black
yuto,horigome,14.217518195494346,0.8859962052174695,0.9613504304439874,Asian,Black
yoshinobu,yamamoto,48.61791348886988,0.9727340270379703,0.9868888242142025,Asian,Black
lasha,talakhadze,14.139494154930615,0.8844112439184685,0.9774688681725764,White,Black
gianmarco,tamberi,2.1210749231991395,0.5174835523114626,0.7531819146290493,White,Other
ryan,crouser,16.71698981600982,0.9137545433599642,0.9294136937635117,White,Asian
nina,derwael,10.011346059149703,0.8055293474282901,0.8674335951992417,White,Asian
neeraj,chopra,47.824693514563734,0.9727340270379703,0.9868888242142025,Asian,Black
hamish,bond,3.445325147489071,0.575324069373513,0.7580568901098073,Black,White
viktor,axelsen,32.739211825632495,0.9494619192682517,0.9796932244513912,White,Asian
eliud,kipchoge,15.928095282390592,0.9019972377184436,0.9397751823396616,Black,White
damian,warner,1.7642287896827236,0.5004216811937742,0.9324751196693397,White,Black
andrey,rublev,25.24304396035841,0.9431591874286355,0.9703982225308789,White,Other
ryosuke,kikuchi,41.54614114024733,0.9727340270379703,0.9868888242142025,Asian,White
mete,gazoz,3.5744860566247403,0.5802429460220472,0.8529899342612232,White,Other
niek,kimmann,8.235246412454343,0.7566877016334767,0.9321237316614996,White,Asian
takuya,kai,25.647810379506534,0.9439885165181681,0.9834563209849776,Asian,Black
valent,sinkovic,28.15121852125285,0.945514705533828,0.9749964816436227,White,Black
pedro,p.,15.53108372413699,0.9002765374619961,0.9690195447903757,Other,Asian
kensuke,kondoh,6.185217875371547,0.6803147159870738,0.9501883754472837,Asian,Black
steven,gardiner,9.2339796357159,0.7868046511159394,0.9281851733160954,White,Black
kaima,taira,19.551355120839048,0.9309608496371742,0.9694207727026242,Asian,Black
isaquias,queiroz,22.637060519393177,0.9403310268504264,0.9667634971874435,Other,White
yiwen,sun,40.71754798360854,0.9727340270379703,0.9868888242142025,Asian,White
maksim,khramtcov,30.444374189811697,0.948248545873007,0.9834563209849776,White,Asian
artem,dolgopyat,11.39157101030618,0.8378322905778929,0.9524596892088688,White,Asian
mutaz,essa,16.55190997558764,0.911973546407505,0.938446329043477,White,Black
karsten,warholm,17.387887504266754,0.9186042646905679,0.9555234435642653,White,Black
richarlison,de,4.37284002777058,0.6138555284586514,0.7566581939849741,Asian,White
armand,duplantis,3.635128460837148,0.5823534565812695,0.9114698419505599,White,Black
abdulrashid,sadulaev,21.77795485939426,0.9370673785140289,0.9800238177557528,White,Asian
naohisa,takato,15.921089187836046,0.9019724154243449,0.9620078423543469,Asian,Black
emma,twigg,0.17450313626419098,0.4079943394270167,0.8467397555956975,White,Black
panipak,wongpattanakit,29.124923830740478,0.9455993019263325,0.9775638361447172,Asian,White
xiaojun,lyu,58.892017202990004,0.9727340270379703,0.9868888242142025,Asian,Black
masataka,yoshida,40.01396372541251,0.9727340270379703,0.9868888242142025,Asian,Black
chenchen,guan,39.58266908128106,0.9727340270379703,0.9868888242142025,Asian,Other
yulimar,rojas,35.65088813503158,0.9628104530271667,0.9868888242142025,Other,Asian
alberto,gines,27.180612452932515,0.9452917479445765,0.9746450341412166,Other,Black
jasmine,camacho-quinn,3.979951500557667,0.5956538764831231,0.766603300699947,Black,Other
tetsuto,yamada,36.22528995860707,0.966118311030768,0.9868888242142025,Asian,Black
carissa,moore,8.5446899999241,0.7627130910484993,0.9218468308698298,Black,White
jonathan,brownlee,5.0375875497348686,0.6351823806915872,0.9117045616969813,Black,White
josua,vakurunabili,0.9786858971594905,0.4615374536248847,0.6981900098195453,White,Black
martin,sinkovic,28.067827221348427,0.9455028452770584,0.9773030766279917,White,Other
yukiko,ueno,46.36180159267497,0.9727340270379703,0.9868888242142025,Asian,Other
max,whitlock,0.37324963470806233,0.42215922931569483,0.9473018794550001,White,Black
filip,filipovic,42.72181612833934,0.9727340270379703,0.9868888242142025,White,Asian
anita,wlodarczyk,19.636737418965744,0.9313243369124161,0.9658225638988905,White,Asian
mariya,lasitskene,4.470999677282122,0.6174170172443809,0.851013739067265,White,Black
ryoya,kurihara,36.182636074848844,0.9694261690343691,0.9868888242142025,Asian,Black
portia,woodman,9.638406635707158,0.7983306404990138,0.934044832152457,Black,White
masato,morishita,27.893682437928764,0.9454747311352083,0.9745621232078975,Asian,Other
martine,grael,1.5773048469494055,0.4927864727660911,0.7583812856914859,Black,White
luc,abalo,8.805415901549805,0.7682667266894938,0.8718902410515618,Black,Other
selemon,barega,6.512451220598323,0.6988647552225772,0.8875040478390075,Black,Other
alberto,fernandez,51.80488370441676,0.9727340270379703,0.9868888242142025,Other,Asian
dawid,tomala,11.325577041918685,0.8368995259817457,0.9169839973140168,White,Asian
yudai,ohno,45.47232298856135,0.9727340270379703,0.9868888242142025,Asian,White
seiya,suzuki,40.98905824553256,0.9727340270379703,0.9868888242142025,Asian,White
shaunae,miller-uibo,9.397400294202878,0.7920285964352627,0.8831828878862581,Black,Asian
risako,kawai,39.01193456450387,0.9727340270379703,0.9868888242142025,Asian,Black
wojciech,nowicki,32.45601468840886,0.9494170717916308,0.9868888242142025,White,Asian
keegan,palmer,6.315321738245501,0.6884208464836378,0.9130126125553167,White,Black
madeline,musselman,4.319961258423157,0.6117908430292462,0.8809918990046179,White,Black
nafissatou,thiam,28.28211607113188,0.9455313657660354,0.9868888242142025,Black,Asian
ashleigh,johnson,4.264159173182891,0.6094935956822809,0.9586858187764029,Black,White
flora,duffy,2.257267718456517,0.5234704185153953,0.887436877862122,White,Black
ryoji,kuribayashi,31.074592059692772,0.9488813935986583,0.9868888242142025,Asian,White
janja,garnbret,9.599804877037469,0.7974205355718613,0.9272878802296887,White,Black
massimo,stano,7.0842128417369015,0.7197568186942298,0.8705011688527564,White,Other
musa,evloev,26.24966130742771,0.9447401571163554,0.9742348005656085,White,Asian
maude,garon,0.501435555064666,0.4310405737964167,0.7725737254657796,Black,White
zach,lavine,10.157091337614549,0.8076893865320826,0.9058666073007062,White,Black
lilly,king,2.839900876992537,0.542641957052925,0.7459882937960032,Black,White
regan,smith,0.8052617950545548,0.45089534126193787,0.9324177188201095,Black,White
xuechen,huang,59.1631738925984,0.9727340270379703,0.9868888242142025,Asian,White
elena,osipova,16.90433980818681,0.9154498006194923,0.9749449735909362,White,Other
wenyan,sun,33.039964582019124,0.9494968006389569,0.9798203757222994,Asian,White
ruoteng,xiao,62.54378547075604,0.9727340270379703,0.9868888242142025,Asian,Black
kyle,chalmers,3.7369624923721725,0.5856353407285143,0.9087925915797536,White,Black
penny,oleksiak,21.716178888221595,0.9367066040849535,0.9745545612986697,White,Asian
gabrielle,thomas,9.8762761764951,0.8032260809507751,0.9292980400071497,Black,White
dimitrij,ovtcharov,34.98898633588111,0.9561947370199644,0.9868888242142025,White,Asian
abbey,weitzeil,10.141428512307847,0.8074720600343951,0.8770948285059056,White,Black
simone,biles,7.83013609140201,0.7453822857165591,0.9419872747383088,Black,White
taylor,madison,4.973689812209457,0.6311373751095839,0.9415033641255193,Black,White
kazuma,kaya,14.67781945014383,0.8932015340496816,0.9353598572047008,Asian,Black
kliment,kolesnikov,40.69180038784415,0.9727340270379703,0.9868888242142025,White,Asian
thomas,ceccon,13.286639845674246,0.8715750986434198,0.9321175886391437,White,Other
laura,asadauskaite,7.72261182976184,0.7415301347580093,0.8192482221807977,White,Black
anthony,zambrano,27.00429202333014,0.945222567346203,0.9760620544835754,Other,Asian
lamecha,girma,22.631837931309523,0.9403184719760894,0.9795152126721195,Black,Asian
jennifer,abel,9.972480099535256,0.8048981518616558,0.8903010738599728,White,Asian
long,chen,64.37562940590274,0.9727340270379703,0.9868888242142025,Asian,Black
jack,mcloughlin,9.944845353814046,0.8044341971314836,0.9314651823180333,White,Black
ana,maria,20.357566493239506,0.9334190139492742,0.9730267855664678,Other,Asian
kelvin,hoefler,10.573783355743517,0.8205297934840117,0.9059104850657054,White,Black
daniel,dhers,0.19160930015832228,0.4092271221233268,0.7463423066860047,Black,White
timothy,cheruiyot,11.69209802090299,0.8413813903173427,0.9015909450860626,Black,White
idalys,ortiz,59.04216259846812,0.9727340270379703,0.9868888242142025,Other,Asian
xijing,tang,52.212980593741335,0.9727340270379703,0.9868888242142025,Asian,Black
tzu,ying,53.14711637258076,0.9727340270379703,0.9868888242142025,Asian,White
eivind,henriksen,24.59163229164782,0.9423893188231571,0.9747795280981967,White,Asian
anastasiia,tatareva,19.221001066368775,0.929222175810378,0.952096677929428,White,Other
joe,kovacs,24.806249792958788,0.9424549102365036,0.9735747539172964,White,Asian
shiwen,liu,42.69765748847474,0.9727340270379703,0.9868888242142025,Asian,White
jakub,vadlejch,14.628713945159417,0.8925811391257373,0.9724539709424621,White,Asian
mykayla,skinner,0.40880560423906404,0.4246468006702378,0.945004796567612,White,Black
ksenia,perova,22.87834462255634,0.940845090935378,0.9770197823382157,White,Other
takeru,kitazono,12.090155957093591,0.8495316361905042,0.9754359097181048,Asian,Black
teresa,portela,16.997955832420978,0.9161850670814967,0.9383968871446263,Other,Black
laura,muir,8.084461692863705,0.7530036231572442,0.875732917765824,White,Black
anastasiia,maksimova,32.076696175218224,0.9493348514178257,0.9799729572473894,White,Other
richard,schmidt,23.266927122365704,0.9414516517982717,0.965219878842212,White,Other
ravi,kumar,48.87800753712062,0.9727340270379703,0.9868888242142025,Asian,Black
daniele,garozzo,4.239801411013978,0.6084510860083922,0.9292859959534338,White,Other
pat,mccormack,4.874526295387439,0.6289393096460317,0.9072241116959844,White,Black
luis,javier,26.111588894301818,0.9446053260602744,0.9868888242142025,Other,Asian
dina,averina,4.198627220364235,0.6066317619163882,0.7572122035318155,White,Other
mikkel,hansen,27.304352845038785,0.9453335255085722,0.9759397228584449,White,Asian
ysaora,thibus,0.6955558346236278,0.44394867239561686,0.7059061216278846,Other,Black
anastasiia,iliankova,28.25797033334955,0.94552844514606,0.9765578194906833,White,Other
hellen,onsando,7.14459157230807,0.7213448202538862,0.7584298398329816,Black,Asian
chih,kai,50.71898688562095,0.9727340270379703,0.9868888242142025,Asian,Black
gregorio,paltrinieri,10.733038482162234,0.8250899450423589,0.8884231148783348,Other,Asian
ferguson,cheruiyot,12.45217730550801,0.8591272651242476,0.9390346236295802,Black,Asian
christopher,nilsen,17.660401527241387,0.9198143571609384,0.9639396007980644,White,Asian
fred,kerley,5.446577191106952,0.6564083255529487,0.95996895307932,White,Black
cat,osterman,12.927039931422977,0.8674427081774665,0.9423740676749349,White,Asian
kyle,frederick,7.020409631901638,0.7179714099421106,0.931896822885993,White,Black
aisen,chen,30.570636890238653,0.9484104950941382,0.9794897824179378,Asian,White
jordan,chiles,2.409512030127771,0.5294249395865446,0.821294000831054,Black,White
monica,abbott,3.838035674284822,0.588592382812519,0.8801804875119037,White,Black
kanoa,igarashi,30.230561113480128,0.9479296304837024,0.9868888242142025,Asian,Black
kasumi,ishikawa,38.42236142059658,0.9727340270379703,0.9868888242142025,Asian,Black
chanu,saikhom,16.62953474044651,0.9128476765042663,0.963215989244727,Asian,Black
kenneth,bednarek,24.228166745905447,0.9422404667748695,0.9648638587952784,White,Asian
tin,srbic,2.4711368459058534,0.5316292046307546,0.9774334563863545,White,Asian
nathaniel,coleman,6.328315633195626,0.6891742112352206,0.8915661151336384,Black,White
christine,mboma,34.847063348213865,0.949579021012762,0.9799983875015711,Black,White
saul,craviotto,14.105627773267674,0.8836838556623734,0.9412798897558415,Other,White
miho,nonaka,33.86893419633842,0.9495541057479726,0.9834563209849776,Asian,Black
marketa,vondrousova,24.76464361215851,0.9424432721188382,0.9683488857841278,White,Asian
tina,trstenjak,19.636333928387888,0.9313226911665594,0.9770358786046802,White,Asian
rudy,gobert,1.7070897862965804,0.4981907956422831,0.7534252938531163,Black,White
hao,you,41.43840741047874,0.9727340270379703,0.9868888242142025,Asian,Black
kalkidan,gezahegne,16.911007594298418,0.915504476930385,0.9665350580172303,Black,White
simon,pettersson,11.058335429265385,0.8324250320975897,0.9411807654513554,White,Black
koki,ikeda,36.20447908267163,0.966118311030768,0.9868888242142025,Asian,Black
anzhelika,sidorova,23.173870105888113,0.9413270865832206,0.9630763146738667,White,Asian
dong,dong,60.22271505749783,0.9727340270379703,0.9868888242142025,Asian,Black
lukas,dauser,26.119430980469176,0.9446135037962055,0.977080948150781,White,Black
kokona,hiraki,22.94800143037191,0.9409718487869563,0.9639614947734226,Asian,Black
mohammed,ahmed,7.719995228963218,0.7414311377840456,0.9474063517393722,Asian,White
wataru,tanigawa,34.87569026959488,0.949579021012762,0.9834563209849776,Asian,Black
timo,boll,12.29790459484263,0.8554580061590336,0.9455438068686608,White,Black
miu,hirano,33.55370972290776,0.94953666506262,0.9834563209849776,Asian,Other
jonathan,hilbert,8.236424103668583,0.7567143464238618,0.8925611952385796,White,Black
bianca,buitendag,1.3987538639903665,0.4845627833738472,0.7554708453744045,Other,White
grant,holloway,1.6822861041849018,0.49719443672081776,0.9361001188931329,Black,White
gabriela,bayardo,32.00098414532802,0.9493124276795153,0.9799475269932078,Other,Asian
steve,wijler,8.725879153667764,0.765466707588904,0.842229822940287,White,Black
yaming,zhu,52.74845373907587,0.9727340270379703,0.9868888242142025,Asian,White
juan,miguel,27.183500945863454,0.9452927892090894,0.9868888242142025,Other,Asian
mauro,nespoli,0.18134258882153137,0.4084874656036389,0.9007358516054766,White,Other
abdi,nageeye,20.242313828085152,0.9331767355356025,0.9573929357263342,Black,White
elena,vesnina,4.018417613404602,0.5977567995101951,0.9338405823920283,White,Other
brittney,reese,4.112593171053904,0.6025874426536474,0.9589922967280904,Black,White
grace,mccallum,9.33094222862495,0.7900065790653904,0.956789685932666,Black,White
florent,manaudou,10.83303333255293,0.8276035248868677,0.9286085825440973,Black,White
rayssa,leal,25.06781507521435,0.9426820343147436,0.9787523050466695,Other,Asian
mariana,pajón,7.916072754750638,0.7481769140227248,0.9027655411786812,Other,White
kendra,harrison,7.07743707298899,0.7195725638076846,0.9606440713313704,Black,White
adriana,cerezo,38.98420988041367,0.9727340270379703,0.9868888242142025,Other,White
kevin,mayer,6.391523881500203,0.6927029489374149,0.8844150563058046,White,Black
kjetil,borch,36.300653466122625,0.966118311030768,0.9834563209849776,White,Asian
rayderley,miguel,10.480503936124286,0.8175014527269774,0.903452441982315,Other,Asian
vanessa,ferrari,0.562227464726576,0.43515997933449635,0.8423321899172678,White,Other
pedro,barros,33.88079342156234,0.9495541057479726,0.9868888242142025,Other,Asian
charlotte,dujardin,8.130058908094401,0.7541768028722418,0.9054752483655684,White,Black
emma,jorgensen,13.971773890869446,0.8805552429396206,0.9130626412003455,White,Other
takaharu,furukawa,36.339845282702406,0.9694261690343691,0.9868888242142025,Asian,Black
anastasiya,savchuk,22.05576654984279,0.9384406457196979,0.9834563209849776,White,Asian
marta,fiedina,6.776203159922784,0.7099839345198218,0.8968424504891226,Other,White
nicolo,martinenghi,3.701653289957168,0.5845332268559917,0.757675749710342,White,Other
ferhat,arican,8.103847445844735,0.7535089430889416,0.9478061660543532,White,Asian
lisa,unruh,9.315032264936763,0.7895022500748151,0.8863647886570508,White,Asian
simone,manuel,9.793781171628963,0.8016584448667774,0.8858647503152983,Black,Asian
toshikazu,yamanishi,33.186894438438124,0.9495092582713517,0.9868888242142025,Asian,Black
florian,wellbrock,10.932831697869453,0.8298736768919399,0.9343476147575351,White,Black
luis,alvarez,66.55628638025298,0.9727340270379703,0.9868888242142025,Other,Asian
race,imboden,7.9948470348702525,0.7505361335171035,0.8523160141482383,White,Black
patty,mills,1.18810532057952,0.4736584892955753,0.9457617177039455,Black,White
noah,lyles,7.549411515433769,0.7343854733718713,0.9376098927299656,Black,White
mack,horton,5.41866839275234,0.6552170154659464,0.9670311770441925,Black,White
irma,testa,12.760737838224875,0.864967338727411,0.9460278738018029,Other,White
daryll,neita,15.917634596477447,0.9019601117893552,0.9356289406233745,Black,White
lovlina,borgohain,4.108574675124296,0.6023901755775072,0.7581790817490155,Asian,White
ana,peleteiro,22.009456752799927,0.93823738921595,0.9660271343539878,Other,Asian
ashley,moloney,5.691878748463201,0.6655745357034891,0.9281362483386846,White,Black
dylan,schmidt,20.462246903510195,0.9336161334876809,0.9560349172871555,White,Asian
megan,rapinoe,5.21333902335685,0.6453623721908571,0.7584200013766844,White,Asian
benjamin,kigen,7.076234950911586,0.71953974387612,0.9095290055605117,Black,White
thiago,braz,11.87657704828419,0.8430868773274032,0.8974932280308537,Other,Black
patryk,dobek,30.589634018729967,0.9484304273059697,0.9796677941972095,White,Asian
ronald,levy,6.16353316459378,0.6788585487033879,0.9470521032415594,White,Black
lucilla,boari,2.383549021580299,0.5284616874387448,0.7534065600175477,White,Black
pawel,fajdek,18.63373427070383,0.9242838165850841,0.9637945446962356,White,Asian
maksim,nedasekau,14.960025227555953,0.8962323336924057,0.9548431820575131,White,Asian
owen,wright,8.599677572783786,0.7636020699732127,0.9634763531626381,Black,White
manpreet,singh,48.66954304049541,0.9727340270379703,0.9868888242142025,Asian,White
artur,davtyan,35.44484238688144,0.9595025950235656,0.9868888242142025,White,Asian
melissa,wu,21.21175066701527,0.9345581836811943,0.9621613726644351,Asian,Black
ashleigh,barty,10.20148748576201,0.8082872175625289,0.9231335174429823,White,Black
paul,kipkemoi,14.341885454611754,0.888280316870119,0.914674171024886,Black,White
asha,philip,15.57970152984428,0.9005257354084855,0.9653761281213272,Asian,Black
helen,louise,5.853605216565134,0.6705050732117436,0.9005150630068914,Black,White
bashir,abdi,12.147141670876998,0.851281611992061,0.9339365960733602,Black,White
anna,van,5.488833845073228,0.6581504961028214,0.9304288511004468,Asian,White
elijah,winnington,11.815375116251335,0.8425555651109754,0.945773034456289,Black,White
tomas,walsh,18.827077668052873,0.9262384674421662,0.9418866214777573,White,Other
sideris,tasiadis,8.75947154941683,0.7659246552705956,0.9067947451766827,White,Black
alejandra,valencia,45.245559138495615,0.9727340270379703,0.9868888242142025,Other,Asian
tomokazu,harimoto,20.57133297805921,0.933800733656803,0.9755212199303669,Asian,Black
yeldos,smetov,38.05709835212895,0.9727340270379703,0.9868888242142025,White,Asian
valerie,adams,7.890079938900661,0.7473568063157261,0.9639795263081996,Black,White
carli,lloyd,0.5741482542006916,0.4359599676828606,0.8716083331832681,Black,White
