First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Filler,Image
takanori,nagase,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/takanori_nagase.jpg
laura,kenny,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/laura_kenny.jpg
xin,xu,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/xin_xu.jpg
isabell,werth,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/isabell_werth.jpg
zhendong,fan,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/zhendong_fan.jpg
belinda,bencic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/belinda_bencic.jpg
aaron,wolf,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/aaron_wolf.jpg
shohei,ono,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/shohei_ono.jpg
shelly-ann,fraser-pryce,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/shelly-ann_fraser-pryce.jpg
denis,ablyazin,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/denis_ablyazin.jpg
brianna,throssell,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/brianna_throssell.jpg
shericka,jackson,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/shericka_jackson.jpg
nikita,nagornyy,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/nikita_nagornyy.jpg
angelina,melnikova,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/angelina_melnikova.jpg
larisa,korobeynikova,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/larisa_korobeynikova.jpg
jessica,fox,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jessica_fox.jpg
emily,seebohm,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/emily_seebohm.jpg
jingyuan,zou,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jingyuan_zou.jpg
thomas,daley,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/thomas_daley.jpg
danuta,kozak,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/danuta_kozak.jpg
izaac,stubblety-cook,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/izaac_stubblety-cook.jpg
aron,szilagyi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/aron_szilagyi.jpg
madison,wilson,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/madison_wilson.jpg
teddy,riner,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/teddy_riner.jpg
allyson,felix,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/allyson_felix.jpg
david,belyavskiy,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/david_belyavskiy.jpg
bakhodir,jalolov,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/bakhodir_jalolov.jpg
soufiane,elbakkali,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/soufiane_elbakkali.jpg
chase,kalisz,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/chase_kalisz.jpg
italo,ferreira,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/italo_ferreira.jpg
ryutaro,umeno,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ryutaro_umeno.jpg
kahena,kunze,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/kahena_kunze.jpg
jeahwan,shin,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jeahwan_shin.jpg
vladislav,larin,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/vladislav_larin.jpg
emmanuel,kipkurui,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/emmanuel_kipkurui.jpg
diana,taurasi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/diana_taurasi.jpg
alexander,zverev,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/alexander_zverev.jpg
daniel,stahl,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/daniel_stahl.jpg
linoy,ashram,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/linoy_ashram.jpg
sosuke,genda,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/sosuke_genda.jpg
hayato,sakamoto,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/hayato_sakamoto.jpg
suguru,iwazaki,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/suguru_iwazaki.jpg
anders,berntsen,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/anders_berntsen.jpg
jakob,ingebrigtsen,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jakob_ingebrigtsen.jpg
enzo,lefort,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/enzo_lefort.jpg
jade,carey,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jade_carey.jpg
artur,dalaloyan,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/artur_dalaloyan.jpg
christine,sinclair,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/christine_sinclair.jpg
faith,chepngetich,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/faith_chepngetich.jpg
sakura,yosozumi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/sakura_yosozumi.jpg
nikola,karabatic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/nikola_karabatic.jpg
viktoria,listunova,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/viktoria_listunova.jpg
dani,alves,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/dani_alves.jpg
sue,bird,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/sue_bird.jpg
ahmed,hafnaoui,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ahmed_hafnaoui.jpg
koyo,aoyagi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/koyo_aoyagi.jpg
jerry,tuwai,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jerry_tuwai.jpg
hideto,asamura,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/hideto_asamura.jpg
momiji,nishiya,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/momiji_nishiya.jpg
kevin,durant,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/kevin_durant.jpg
hidilyn,diaz,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/hidilyn_diaz.jpg
milica,mandic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/milica_mandic.jpg
april,ross,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/april_ross.jpg
yang,liu,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yang_liu.jpg
primoz,roglic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/primoz_roglic.jpg
miltiadis,tentoglou,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/miltiadis_tentoglou.jpg
yasuaki,yamasaki,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yasuaki_yamasaki.jpg
florian,wellbrock,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/florian_wellbrock.jpg
hiromi,itoh,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/hiromi_itoh.jpg
hansle,parchment,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/hansle_parchment.jpg
jolanda,neff,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jolanda_neff.jpg
woojin,kim,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/woojin_kim.jpg
munetaka,murakami,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/munetaka_murakami.jpg
yuki,yanagita,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yuki_yanagita.jpg
yuto,horigome,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yuto_horigome.jpg
yoshinobu,yamamoto,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yoshinobu_yamamoto.jpg
lasha,talakhadze,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/lasha_talakhadze.jpg
gianmarco,tamberi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/gianmarco_tamberi.jpg
ryan,crouser,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ryan_crouser.jpg
nina,derwael,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/nina_derwael.jpg
neeraj,chopra,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/neeraj_chopra.jpg
hamish,bond,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/hamish_bond.jpg
viktor,axelsen,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/viktor_axelsen.jpg
eliud,kipchoge,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/eliud_kipchoge.jpg
damian,warner,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/damian_warner.jpg
andrey,rublev,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/andrey_rublev.jpg
ryosuke,kikuchi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ryosuke_kikuchi.jpg
mete,gazoz,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/mete_gazoz.jpg
niek,kimmann,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/niek_kimmann.jpg
takuya,kai,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/takuya_kai.jpg
valent,sinkovic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/valent_sinkovic.jpg
pedro,p.,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/pedro_p..jpg
kensuke,kondoh,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/kensuke_kondoh.jpg
steven,gardiner,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/steven_gardiner.jpg
kaima,taira,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/kaima_taira.jpg
isaquias,queiroz,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/isaquias_queiroz.jpg
yiwen,sun,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yiwen_sun.jpg
maksim,khramtcov,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/maksim_khramtcov.jpg
artem,dolgopyat,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/artem_dolgopyat.jpg
mutaz,essa,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/mutaz_essa.jpg
